property_id,address_id,owner_id,agent_id,feature_id,listing_date,listing_type,asking_amount
595,324,968,943,595,6/28/2021,,
596,894,746,340,596,11/22/2022,Sale,190107
597,808,929,773,597,7/28/2023,Sale,321969
598,68,13,304,598,11/20/2023,Sale,289539
599,716,618,508,599,7/31/2022,Sale,849519
600,499,714,695,600,1/7/2020,Sale,778981
601,428,774,131,601,5/10/2021,Rental,908188
602,222,270,361,602,12/8/2022,Sale,446740
603,50,813,722,603,7/22/2019,Rental,178262
604,697,798,300,604,11/30/2020,Sale,428691
605,747,390,899,605,4/6/2023,Rental,934874
606,506,238,847,606,10/27/2022,Rental,678605
607,712,51,539,607,1/5/2023,Rental,471829
608,527,98,855,608,11/16/2021,Sale,
609,677,201,567,609,3/18/2019,Rental,735672
610,390,94,404,610,3/19/2023,Rental,770676
611,490,706,850,611,4/5/2019,Sale,113980
612,886,788,724,612,7/27/2019,Rental,930771
613,835,320,538,613,12/3/2021,Sale,628468
614,821,952,996,614,2/18/2020,Rental,732102
615,866,846,917,615,10/8/2022,Rental,869633
616,152,807,668,616,1/12/2019,,595639
617,65,526,573,617,11/26/2020,Sale,603868
618,77,434,310,618,8/19/2020,,896368
619,784,146,676,619,10/25/2021,Rental,178073
620,38,358,137,620,5/9/2019,Sale,209077
621,134,992,18,621,6/9/2022,Rental,197155
622,250,76,421,622,11/8/2019,Rental,883274
623,681,598,717,623,1/20/2022,Rental,979209
624,30,945,100,624,11/22/2023,Rental,673090
625,568,702,678,625,4/8/2023,Rental,740447
626,692,554,289,626,6/12/2023,Rental,752190
627,742,453,8,627,9/6/2022,Rental,438284
628,543,6,230,628,4/9/2022,Sale,704662
629,75,93,550,629,12/16/2022,Sale,712145
630,733,961,134,630,10/11/2019,,396611
631,387,451,201,631,12/26/2020,Sale,247795
632,404,518,234,632,3/6/2021,Sale,434843
633,455,770,601,633,7/20/2023,Sale,45838
634,946,664,561,634,2/23/2022,Sale,196667
635,798,353,634,635,11/29/2022,Sale,753091
636,918,528,251,636,6/17/2021,Sale,350767
637,255,344,869,637,10/15/2019,Rental,968863
638,466,829,681,638,5/17/2023,Sale,167083
639,622,726,22,639,1/12/2021,,252409
640,509,581,150,640,7/18/2023,Sale,428436
641,869,718,964,641,5/16/2022,Rental,670595
642,636,291,476,642,11/10/2023,Rental,287992
643,103,667,124,643,10/12/2021,,513970
644,361,213,228,644,12/19/2019,Rental,412846
645,948,480,924,645,3/23/2023,Rental,249725
646,301,708,190,646,1/27/2022,Rental,942432
647,651,233,96,647,1/18/2021,Rental,865323
648,730,906,831,648,12/6/2020,Rental,345035
649,583,45,938,649,6/8/2023,,822248
650,411,589,755,650,9/15/2020,Rental,941863
651,95,507,7,651,4/13/2023,Sale,141453
652,577,987,315,652,2/26/2019,Rental,857482
653,930,821,846,653,4/22/2019,,
654,600,240,993,654,11/7/2022,Sale,423378
655,623,425,89,655,2/21/2022,,454621
656,936,299,138,656,12/5/2019,,446639
657,437,172,323,657,3/3/2021,Sale,944686
658,182,501,790,658,8/17/2021,,902263
659,235,314,887,659,1/3/2021,Sale,389055
660,917,523,414,660,5/7/2019,Sale,301291
661,334,839,667,661,6/9/2019,Sale,276439
662,737,884,439,662,2/27/2023,Rental,
663,31,324,4,663,8/8/2019,Rental,479734
664,276,563,141,664,1/6/2023,Sale,207376
665,308,699,346,665,2/17/2022,,772713
666,21,412,217,666,2/25/2022,Rental,954959
667,22,65,649,667,1/8/2019,Sale,723029
668,491,561,91,668,2/18/2020,Sale,510852
669,178,696,787,669,6/26/2020,Sale,387668
670,809,56,862,670,9/25/2021,Sale,342141
671,280,851,647,671,7/18/2023,Sale,524053
672,343,269,20,672,9/20/2021,Rental,565259
673,311,319,58,673,12/25/2019,Sale,
674,274,855,600,674,5/6/2021,,422758
675,702,685,994,675,10/31/2021,Sale,870698
676,781,215,768,676,7/2/2023,Sale,
677,205,20,974,677,8/14/2023,Sale,947840
678,557,479,692,678,8/29/2022,Rental,513151
679,339,417,354,679,10/2/2023,Sale,547747
680,495,442,118,680,4/18/2023,,802529
681,226,791,603,681,8/21/2021,Sale,518101
682,874,993,126,682,2/15/2023,Rental,830677
683,412,230,761,683,8/20/2020,,439440
684,42,469,651,684,1/8/2019,Sale,167458
685,355,935,759,685,6/17/2020,Sale,929925
686,197,881,799,686,5/10/2023,Sale,212838
687,749,419,782,687,2/23/2020,Sale,909926
688,118,357,914,688,11/17/2020,Sale,533597
689,386,455,849,689,6/6/2020,Sale,669667
690,937,150,108,690,5/10/2022,Rental,162595
691,656,356,168,691,12/10/2021,Sale,454569
692,136,835,23,692,7/31/2019,Rental,599758
693,817,773,543,693,3/24/2022,Sale,687632
694,597,456,431,694,10/1/2022,Rental,135991
695,440,790,458,695,11/26/2020,Sale,709593
696,667,840,517,696,1/12/2023,,567567
697,383,481,753,697,12/17/2023,Rental,64727
698,785,597,181,698,2/23/2021,Rental,981061
699,599,937,800,699,8/25/2021,Sale,983860
700,478,52,987,700,1/3/2020,Rental,732741
701,251,55,180,701,8/8/2023,Sale,224679
702,313,122,749,702,8/3/2020,Rental,450990
703,353,331,780,703,6/13/2023,Sale,227855
704,107,227,879,704,12/10/2022,Rental,
705,609,458,235,705,9/13/2019,Rental,827879
706,875,423,125,706,3/22/2023,Sale,327042
707,268,363,344,707,11/17/2021,Rental,320322
708,382,725,953,708,8/16/2019,Sale,199414
709,664,61,581,709,1/24/2020,Rental,222849
710,669,994,621,710,3/11/2019,Sale,656655
711,23,436,816,711,9/24/2019,,
712,865,739,859,712,6/19/2022,Rental,340010
713,471,25,729,713,9/15/2023,Rental,
714,396,200,748,714,4/21/2020,Sale,449654
715,56,545,863,715,5/3/2023,Rental,156949
716,522,84,415,716,7/25/2019,,637866
717,100,21,484,717,8/13/2023,Rental,492391
718,718,734,952,718,7/13/2022,,142019
719,634,771,303,719,9/22/2020,Rental,
720,364,105,347,720,5/7/2022,Rental,789072
721,912,239,516,721,5/3/2020,Sale,898478
722,586,808,939,722,8/6/2023,,822365
723,851,490,702,723,5/1/2022,Rental,299238
724,400,254,158,724,10/7/2019,Sale,726732
725,371,12,326,725,8/30/2019,Rental,665585
726,516,870,767,726,1/11/2023,,19959
727,70,736,474,727,4/24/2022,Rental,365646
728,285,229,105,728,9/30/2019,Rental,28461
729,270,629,438,729,8/27/2023,Sale,119247
730,974,259,375,730,6/23/2022,Rental,406825
731,738,882,34,731,10/21/2022,Sale,427614
732,954,106,324,732,2/9/2023,Sale,890308
733,535,755,884,733,12/27/2020,Rental,
734,542,432,194,734,8/6/2021,Rental,805504
735,86,394,844,735,9/27/2020,Sale,904086
736,793,544,261,736,11/5/2021,Sale,192327
737,273,89,370,737,9/15/2019,Sale,74180
738,994,556,857,738,2/6/2022,,34783
739,811,488,776,739,3/11/2021,Rental,942694
740,871,743,272,740,11/18/2020,Rental,110209
741,900,141,38,741,1/21/2019,,790403
742,397,351,746,742,9/26/2020,,454230
743,910,5,92,743,4/21/2020,Sale,906056
744,115,66,511,744,8/15/2021,,142030
745,911,449,98,745,8/13/2020,Rental,719423
746,184,375,988,746,2/22/2020,Rental,750967
747,939,91,69,747,2/18/2019,Sale,75582
748,453,917,56,748,6/19/2020,Sale,407171
749,236,500,522,749,9/5/2023,Rental,994706
750,295,206,845,750,5/18/2022,Rental,448428
751,924,805,183,751,12/13/2022,Rental,807831
752,24,612,802,752,1/12/2019,Rental,471148
753,120,806,360,753,5/15/2020,Sale,
754,171,864,670,754,5/25/2023,Rental,108453
755,427,903,728,755,9/23/2022,Rental,752922
756,765,79,395,756,9/3/2023,Sale,809242
757,989,158,553,757,12/25/2023,Rental,221405
758,756,623,211,758,3/29/2020,Rental,904333
759,882,965,276,759,2/9/2022,Rental,501765
760,212,546,656,760,11/30/2023,Rental,574886
761,426,140,147,761,7/28/2021,Rental,545195
762,165,103,283,762,11/10/2021,Rental,628092
763,524,427,159,763,11/16/2020,Sale,318598
764,855,709,523,764,5/1/2022,Sale,736735
765,594,531,466,765,12/30/2021,Sale,360119
766,356,433,412,766,3/16/2020,Rental,415720
767,144,424,734,767,7/31/2019,Rental,494875
768,832,982,547,768,10/23/2020,Sale,126172
769,537,406,514,769,5/5/2022,Rental,900250
770,815,487,584,770,2/4/2019,Rental,519052
771,736,763,556,771,1/21/2021,Rental,684658
772,710,747,31,772,1/25/2021,Sale,536848
773,903,218,348,773,3/8/2021,Rental,93146
774,980,491,732,774,10/20/2021,,140662
775,708,533,596,775,5/14/2023,,620470
776,926,997,29,776,12/7/2023,,508057
777,331,67,104,777,1/20/2020,Sale,164025
778,879,282,562,778,12/25/2022,,831343
779,413,264,966,779,8/16/2023,,201352
780,610,231,306,780,4/2/2020,Rental,976317
781,417,330,178,781,10/6/2020,Rental,560029
782,627,873,223,782,8/21/2021,,134136
783,698,463,878,783,5/18/2019,Rental,30527
784,588,112,635,784,12/29/2019,,383555
785,579,969,182,785,10/7/2019,Sale,750587
786,147,941,387,786,11/18/2021,Sale,111736
787,823,176,765,787,3/12/2021,Sale,312198
788,293,527,138,788,8/28/2019,Sale,606834
789,454,442,111,789,1/10/2022,Sale,199163
790,739,517,160,790,12/23/2023,Rental,
791,667,990,97,791,9/26/2021,Rental,772870
792,821,573,928,792,5/31/2020,,27234
793,459,195,102,793,12/14/2022,Sale,806688
794,266,142,769,794,3/11/2021,Rental,595009
795,268,898,980,795,7/19/2020,,55678
796,723,56,721,796,10/15/2022,Sale,418840
797,618,211,80,797,8/6/2019,Sale,
798,606,552,648,798,6/8/2021,Sale,897412
799,499,943,441,799,6/29/2019,Rental,133362
800,975,585,13,800,9/2/2021,,374065
801,651,870,533,801,1/2/2023,Rental,615978
802,422,804,898,802,11/24/2023,Sale,103425
803,451,386,835,803,2/13/2020,Sale,954878
804,622,5,809,804,7/20/2019,Sale,655721
805,349,135,155,805,7/10/2021,Rental,847270
806,320,82,215,806,10/6/2022,Sale,
807,952,854,426,807,10/31/2022,Sale,608383
808,661,474,670,808,10/1/2020,,149738
809,834,213,780,809,1/12/2020,Rental,537300
810,15,603,884,810,11/1/2021,Sale,988028
811,722,85,345,811,5/7/2022,Rental,544058
812,936,977,652,812,1/10/2019,Rental,614371
813,916,220,91,813,7/12/2022,Rental,711023
814,615,330,286,814,12/23/2020,Sale,149729
815,823,600,661,815,11/14/2021,Rental,59501
816,903,740,885,816,12/25/2022,,512240
817,452,722,150,817,5/10/2021,Sale,55199
818,620,832,230,818,1/10/2023,Sale,819575
819,66,179,879,819,9/28/2021,Rental,81841
820,33,123,265,820,6/26/2023,Rental,899985
821,401,365,536,821,6/2/2020,Rental,785979
822,105,932,370,822,7/6/2021,Rental,296751
823,949,305,355,823,6/29/2022,,569325
824,318,295,582,824,1/10/2021,Rental,580597
825,971,219,843,825,7/12/2022,Rental,286513
826,174,971,805,826,7/26/2021,,344858
827,375,315,722,827,5/14/2020,Sale,471773
828,956,64,907,828,7/16/2020,Rental,451994
829,757,759,794,829,8/9/2020,Rental,627066
830,409,298,847,830,4/4/2021,Rental,915785
831,552,271,35,831,2/16/2020,Sale,328962
832,147,998,28,832,6/21/2020,Sale,395495
833,195,241,469,833,9/30/2023,Rental,102799
834,122,522,287,834,1/3/2019,Sale,635703
835,598,138,52,835,2/18/2021,Sale,393357
836,370,31,465,836,1/28/2023,Sale,122986
837,430,790,522,837,6/24/2022,Sale,526163
838,568,133,146,838,1/9/2023,Rental,447393
839,206,54,422,839,6/3/2021,Rental,226459
840,134,50,920,840,3/27/2021,Rental,895844
841,870,319,645,841,6/30/2021,Sale,131018
842,346,127,637,842,12/23/2021,Rental,503138
843,396,310,606,843,3/25/2019,Rental,349101
844,304,128,277,844,5/8/2022,Rental,
845,941,646,381,845,4/4/2023,Rental,866173
846,868,855,535,846,11/2/2021,Rental,347885
847,708,399,887,847,10/29/2023,,366354
848,402,824,728,848,4/20/2023,Rental,232530
849,948,108,438,849,6/17/2020,Rental,259865
850,918,859,247,850,12/21/2022,Rental,914681
851,824,681,17,851,1/24/2019,Sale,950664
852,118,583,930,852,11/12/2022,Sale,795396
853,271,506,701,853,12/23/2021,Rental,18522
854,812,121,660,854,6/7/2020,Sale,548415
855,316,504,204,855,2/4/2021,Sale,653504
856,21,436,361,856,3/21/2022,Rental,840076
857,977,808,220,857,10/14/2023,Rental,408808
858,574,9,227,858,3/11/2021,Sale,747675
859,383,455,700,859,8/27/2021,Sale,256935
860,322,423,47,860,12/25/2022,Sale,374594
861,603,307,109,861,1/6/2022,Sale,54306
862,800,934,419,862,1/17/2019,Rental,550363
863,550,520,164,863,9/16/2022,Sale,260126
864,922,536,202,864,11/17/2022,Sale,552010
865,159,880,495,865,8/3/2021,Sale,626722
866,827,485,725,866,9/29/2020,Rental,201559
867,665,131,991,867,6/20/2022,Rental,139597
868,937,871,317,868,7/16/2023,Rental,697748
869,694,510,824,869,11/27/2021,Sale,247499
870,231,16,133,870,5/5/2021,,786840
871,398,39,653,871,8/19/2021,,317578
872,997,187,918,872,2/16/2021,Rental,865956
873,419,882,583,873,9/19/2019,Sale,855453
874,291,264,709,874,1/24/2023,Rental,768196
875,725,817,329,875,4/17/2023,,631452
876,273,335,379,876,8/5/2022,,819293
877,660,246,19,877,1/4/2019,Rental,
878,141,242,534,878,12/22/2022,Sale,856575
879,852,614,207,879,4/2/2023,Sale,647250
880,494,66,11,880,8/10/2019,,532259
881,710,170,971,881,9/5/2022,Rental,261354
882,751,132,629,882,7/20/2021,Rental,438078
883,360,354,49,883,3/29/2022,,622827
884,681,119,389,884,10/11/2021,Rental,630101
885,765,512,141,885,10/23/2020,Sale,987562
886,75,638,877,886,6/7/2019,Sale,363594
887,591,76,654,887,9/4/2021,Sale,584466
888,811,989,638,888,12/5/2021,Sale,789450
889,784,75,564,889,10/15/2020,Rental,847050
890,341,647,798,890,5/30/2020,Rental,255366
891,511,818,165,891,9/25/2023,Sale,463636
892,193,207,456,892,12/2/2023,Sale,562190
893,192,694,487,893,5/4/2019,Rental,509750
894,614,826,783,894,12/6/2021,Rental,725919
895,998,454,858,895,1/28/2019,,974447
896,776,49,549,896,5/1/2022,Rental,951175
897,279,572,698,897,11/3/2023,,457466
898,960,161,489,898,10/9/2021,,54456
899,838,751,952,899,6/2/2021,Sale,116279
900,211,8,313,900,9/13/2021,Sale,905193
901,462,884,796,901,7/4/2020,Rental,156740
902,277,523,115,902,9/19/2022,Rental,129948
903,153,439,589,903,3/30/2022,Sale,269817
904,348,584,292,904,1/1/2021,Sale,715526
905,955,174,925,905,1/26/2020,Rental,319538
906,183,969,192,906,1/2/2019,Rental,
907,581,26,970,907,3/28/2021,Sale,912978
908,469,482,723,908,5/22/2023,Rental,639628
909,967,7,531,909,8/21/2020,Sale,596890
910,308,311,537,910,12/3/2021,Sale,698503
911,515,164,34,911,11/15/2019,Rental,80219
912,740,806,125,912,12/29/2021,Sale,588356
913,420,935,939,913,8/30/2022,Sale,62174
914,976,183,742,914,5/7/2023,Sale,761972
915,855,982,74,915,8/28/2019,Sale,636421
916,647,58,859,916,3/31/2021,Rental,43917
917,696,629,93,917,8/1/2020,Rental,419253
918,713,762,70,918,9/22/2022,Rental,963905
919,728,829,365,919,8/29/2022,Rental,664114
920,106,757,357,920,9/16/2020,Rental,118014
921,249,495,919,921,12/25/2019,Rental,241845
922,766,152,145,922,2/9/2022,Sale,839266
923,431,351,944,923,7/11/2020,,647207
924,123,162,968,924,11/24/2019,Rental,390370
925,534,4,761,925,11/12/2020,Sale,330547
926,613,578,20,926,9/5/2019,Sale,252020
927,877,791,863,927,2/2/2022,,887284
928,461,550,665,928,3/2/2020,Sale,886121
929,854,415,249,929,9/14/2019,Rental,884938
930,181,611,46,930,12/4/2023,Rental,586697
931,734,805,95,931,2/20/2021,Rental,747481
932,785,619,733,932,6/16/2023,Rental,222662
933,242,24,750,933,9/26/2021,Sale,942560
934,668,382,699,934,10/17/2022,Rental,968045
935,836,765,556,935,6/20/2020,Rental,915669
936,202,691,789,936,6/28/2020,Rental,976243
937,450,293,870,937,12/26/2019,,343465
938,124,488,300,938,4/22/2019,Rental,974967
939,138,673,680,939,7/5/2020,Rental,766708
940,910,425,231,940,6/25/2022,,202203
941,307,745,36,941,9/12/2020,Rental,314906
942,791,890,614,942,3/14/2021,Sale,
943,178,384,945,943,4/8/2020,,803855
944,387,314,802,944,1/7/2020,Rental,441781
945,912,671,760,945,2/21/2021,Sale,409122
946,593,209,83,946,10/31/2023,Sale,233699
947,876,519,175,947,2/17/2023,Rental,351979
948,504,378,347,948,2/25/2023,Sale,686872
949,787,633,707,949,4/30/2021,Rental,508243
950,702,375,339,950,6/12/2019,Sale,289966
951,149,997,705,951,3/11/2022,Sale,735083
952,128,359,4,952,2/29/2020,Rental,604107
953,321,631,136,953,12/2/2019,Rental,517359
954,456,189,672,954,3/17/2023,,877351
955,88,400,521,955,1/7/2023,Sale,625653
956,300,730,308,956,11/2/2020,Sale,89946
957,350,868,497,957,7/29/2022,Sale,
958,808,770,633,958,7/25/2021,Sale,451011
959,810,410,447,959,8/16/2022,Sale,707579
960,426,988,318,960,10/6/2019,Sale,119961
961,5,353,257,961,4/19/2021,,515367
962,670,856,439,962,8/2/2023,,185065
963,840,388,25,963,2/14/2023,Sale,552705
964,654,779,184,964,7/24/2021,Rental,707797
965,220,901,960,965,8/27/2022,Sale,70658
966,365,224,3,966,10/23/2019,Rental,771604
967,455,301,935,967,3/13/2021,Rental,737229
968,188,201,120,968,12/12/2022,Rental,951375
969,893,687,953,969,7/15/2021,Sale,25899
970,240,391,545,970,6/9/2023,,905337
971,522,663,905,971,5/10/2021,Rental,935161
972,372,639,75,972,4/25/2022,Rental,618510
973,177,557,501,973,7/9/2023,Rental,
974,45,731,820,974,1/20/2021,Sale,735082
975,51,641,876,975,11/8/2021,Sale,180844
976,203,746,474,976,6/17/2022,,453878
977,782,582,969,977,5/17/2023,Rental,
978,68,254,482,978,10/25/2020,,662119
979,537,728,984,979,10/23/2022,,393204
980,805,10,429,980,4/4/2020,Sale,30489
981,175,941,852,981,1/25/2020,Rental,612335
982,158,90,696,982,10/21/2022,,88005
983,572,263,143,983,1/13/2020,Rental,
984,659,922,566,984,10/20/2021,,242466
985,973,275,872,985,9/8/2022,Rental,788523
986,96,225,266,986,9/18/2020,Sale,556458
987,361,558,349,987,4/20/2022,Sale,903336
988,663,511,128,988,12/17/2020,Sale,589225
989,107,861,302,989,6/21/2020,Rental,193865
990,520,743,26,990,10/12/2021,Rental,942198
991,49,622,867,991,4/12/2022,,275430
992,958,659,972,992,3/10/2021,Sale,103437
993,326,21,116,993,7/11/2021,Rental,414128
994,987,565,158,994,3/20/2019,Sale,448168
995,562,846,943,995,6/26/2020,Rental,
996,40,377,892,996,5/13/2020,Sale,516382
997,384,405,604,997,9/29/2022,Sale,72463
998,996,601,371,998,11/11/2019,Sale,285800
999,898,412,647,999,4/29/2021,Sale,179453
1000,137,92,743,1000,10/12/2020,,312480
