rent_id,property_id,agreement_date,rent_start_date,rent_end_date,rent_amount,client_id,commission_id,contract_id
411,412,2022-06-10,2022-10-03,2025-10-03,15739,829,667,411
412,404,2024-06-07,2024-09-30,2027-09-30,54127,374,388,412
413,272,2020-12-02,2021-03-15,2023-03-15,44659,238,894,413
414,345,2020-06-02,2020-08-06,2023-08-06,71188,884,973,414
415,37,2020-09-10,2020-12-15,2021-12-15,42384,83,318,415
416,640,2020-01-10,2020-03-29,2023-03-29,24998,336,608,416
417,471,2021-11-06,2022-01-28,2025-01-28,35325,800,534,417
418,843,2021-04-03,2021-06-29,2024-06-29,,146,40,418
419,11,2020-04-23,2020-08-08,2023-08-08,45543,110,105,419
420,383,2020-08-05,2020-11-12,2023-11-12,39275,254,883,420
421,598,2021-10-16,2022-01-25,2023-01-25,67395,72,182,421
422,631,2019-09-07,2019-12-19,2021-12-19,21901,48,743,422
423,488,2021-05-12,2021-06-24,2022-06-24,17685,627,213,423
424,820,2023-02-04,2023-04-11,2028-04-11,45406,521,596,424
425,802,2022-06-09,2022-07-10,2023-07-10,27343,739,671,425
426,296,2019-11-05,2019-12-08,2020-12-08,41276,768,176,426
427,964,2019-09-20,2019-12-06,2023-12-06,38673,817,281,427
428,344,2021-04-10,2021-07-28,2023-07-28,,268,814,428
429,641,2022-01-28,2022-05-14,2027-05-14,47701,125,953,429
430,854,2021-09-04,2021-12-16,2025-12-16,58092,352,597,430
431,780,2023-12-28,2024-04-25,2027-04-25,24300,866,656,431
432,550,2020-06-02,2020-07-25,2022-07-25,70348,89,941,432
433,20,2020-02-21,2020-05-26,2021-05-26,38763,522,618,433
434,796,2021-05-28,2021-07-27,2024-07-27,73193,212,820,434
435,478,2021-02-07,2021-05-18,2024-05-18,51087,950,452,435
436,836,2022-06-02,2022-09-27,2024-09-27,68293,828,724,436
437,64,2020-05-24,2020-08-04,2022-08-04,65724,554,16,437
438,710,2020-01-04,2020-03-23,2021-03-23,74181,428,233,438
439,275,2020-06-09,2020-09-13,2024-09-13,41581,182,8,439
440,947,2022-04-13,2022-06-23,2025-06-23,64997,604,515,440
441,524,2019-05-17,2019-09-06,2022-09-06,60955,709,383,441
442,195,2020-09-14,2020-11-18,2024-11-18,26613,419,701,442
443,447,2020-10-10,2021-01-02,2022-01-02,35432,414,609,443
444,86,2021-09-17,2021-12-26,2026-12-26,23596,725,136,444
445,847,2020-12-31,2021-02-28,2026-02-28,31373,472,106,445
446,626,2022-12-06,2023-03-31,2025-03-31,20255,386,918,446
447,31,2020-05-30,2020-08-16,2024-08-16,38250,251,328,447
448,225,2021-07-13,2021-09-02,2024-09-02,,318,124,448
449,592,2020-11-08,2021-01-04,2026-01-04,62032,598,42,449
450,867,2023-02-18,2023-05-17,2024-05-17,74660,1,57,450
451,724,2019-12-08,2020-02-12,2024-02-12,51036,678,839,451
452,5,2020-02-17,2020-05-22,2023-05-22,33643,792,715,452
453,668,2023-03-02,2023-04-26,2024-04-26,65109,315,620,453
454,287,2020-02-15,2020-03-25,2025-03-25,51287,893,1000,454
455,156,2019-07-02,2019-10-29,2024-10-29,48927,462,283,455
456,116,2021-03-28,2021-07-20,2025-07-20,30991,686,758,456
457,828,2023-05-21,2023-08-06,2028-08-06,27864,938,440,457
458,917,2021-07-23,2021-10-01,2024-10-01,,932,634,458
459,146,2020-02-15,2020-04-15,2021-04-15,74402,799,669,459
460,544,2021-03-05,2021-06-15,2026-06-15,57995,31,189,460
461,483,2023-06-08,2023-07-24,2024-07-24,72815,912,870,461
462,932,2020-06-29,2020-10-12,2022-10-12,63044,155,342,462
463,691,2019-10-08,2019-12-15,2024-12-15,36611,8,30,463
464,175,2021-08-29,2021-11-01,2024-11-01,29545,615,278,464
465,449,2021-07-14,2021-11-13,2026-11-13,41165,289,331,465
466,825,2023-05-04,2023-07-18,2025-07-18,67406,176,209,466
467,806,2022-04-15,2022-06-12,2027-06-12,55688,657,862,467
468,406,2023-10-17,2023-11-30,2024-11-30,43914,973,755,468
469,461,2023-07-20,2023-08-30,2027-08-30,30386,241,640,469
470,149,2020-05-12,2020-08-14,2024-08-14,68798,148,844,470
471,977,2024-02-06,2024-04-25,2028-04-25,40527,223,531,471
472,482,2019-12-25,2020-02-14,2021-02-14,52730,341,232,472
473,420,2020-03-11,2020-05-29,2022-05-29,65331,517,242,473
474,487,2023-11-10,2024-01-06,2025-01-06,65687,754,760,474
475,121,2022-12-23,2023-02-11,2026-02-11,59921,361,558,475
476,83,2022-03-04,2022-06-10,2024-06-10,52513,169,563,476
477,566,2020-01-14,2020-03-07,2022-03-07,30068,825,77,477
478,182,2022-12-22,2023-02-23,2028-02-23,48028,250,752,478
479,886,2023-11-13,2024-02-17,2025-02-17,33713,883,621,479
480,502,2024-02-10,2024-04-20,2026-04-20,27935,890,716,480
481,671,2020-06-03,2020-08-24,2022-08-24,41639,731,133,481
482,243,2020-11-26,2021-03-26,2023-03-26,20379,184,764,482
483,708,2022-02-11,2022-03-23,2026-03-23,59084,924,673,483
484,519,2020-11-03,2020-12-16,2021-12-16,19833,70,971,484
485,940,2022-03-25,2022-05-22,2025-05-22,42294,644,445,485
486,68,2019-09-23,2019-12-29,2023-12-29,29296,135,276,486
487,120,2020-11-28,2021-01-07,2023-01-07,57792,573,809,487
488,508,2023-04-13,2023-07-27,2024-07-27,28692,358,333,488
489,528,2019-07-11,2019-08-17,2022-08-17,39170,673,380,489
490,812,2022-09-02,2022-11-10,2024-11-10,35337,649,157,490
491,242,2023-05-17,2023-07-03,2028-07-03,59968,989,298,491
492,921,2019-09-15,2019-12-07,2023-12-07,40400,267,594,492
493,17,2023-03-29,2023-06-20,2024-06-20,63312,587,680,493
494,186,2022-09-25,2023-01-09,2025-01-09,57578,591,393,494
495,497,2020-10-02,2020-12-16,2023-12-16,27489,245,74,495
496,200,2024-03-07,2024-04-28,2027-04-28,44871,52,93,496
497,835,2019-07-27,2019-11-13,2023-11-13,56191,367,200,497
498,107,2020-08-14,2020-10-02,2025-10-02,41114,349,319,498
499,543,2024-03-19,2024-05-22,2027-05-22,54561,408,867,499
500,167,2019-08-21,2019-10-07,2023-10-07,54020,821,731,500
501,338,2024-04-04,2024-06-20,2026-06-20,60123,88,84,501
502,162,2022-04-08,2022-06-30,2026-06-30,53631,747,113,502
503,787,2021-10-04,2022-01-13,2024-01-13,48731,216,372,503
504,322,2023-10-13,2023-12-12,2025-12-12,15111,684,146,504
505,804,2024-04-07,2024-08-03,2027-08-03,18973,793,499,505
506,756,2024-05-21,2024-07-30,2026-07-30,42973,701,502,506
507,933,2020-03-17,2020-05-02,2024-05-02,61128,978,572,507
508,69,2022-07-30,2022-09-25,2025-09-25,28536,530,68,508
509,863,2022-05-27,2022-07-08,2025-07-08,31677,60,583,509
510,251,2021-12-24,2022-01-25,2027-01-25,41528,334,622,510
511,82,2022-10-19,2023-01-21,2026-01-21,28160,36,347,511
512,206,2019-09-08,2019-12-18,2021-12-18,35260,751,674,512
513,111,2019-09-01,2019-12-15,2022-12-15,67450,985,888,513
514,792,2020-07-19,2020-09-13,2022-09-13,15624,507,683,514
515,852,2023-06-06,2023-10-06,2024-10-06,37722,622,691,515
516,194,2019-06-27,2019-08-06,2024-08-06,69012,779,419,516
517,732,2020-11-29,2021-01-20,2026-01-20,50226,244,416,517
518,101,2023-02-13,2023-04-15,2028-04-15,43700,682,429,518
519,751,2023-03-13,2023-05-31,2024-05-31,31228,889,101,519
520,630,2022-12-19,2023-04-16,2028-04-16,15202,159,337,520
521,973,2023-11-20,2024-03-15,2025-03-15,48341,261,315,521
522,750,2024-03-25,2024-06-14,2025-06-14,61408,401,76,522
523,318,2019-11-14,2020-02-29,2024-02-29,50762,24,171,523
524,980,2019-11-10,2019-12-24,2021-12-24,41272,483,525,524
525,62,2022-01-12,2022-05-08,2023-05-08,31365,626,371,525
526,57,2023-12-30,2024-03-25,2026-03-25,51530,94,598,526
527,692,2019-12-19,2020-03-28,2022-03-28,39674,819,147,527
528,360,2019-09-21,2020-01-09,2023-01-09,26860,687,849,528
529,434,2021-01-27,2021-03-09,2026-03-09,61399,580,719,529
530,984,2021-05-10,2021-06-30,2023-06-30,28808,783,178,530
531,611,2023-04-30,2023-08-22,2027-08-22,36676,395,963,531
532,93,2023-01-22,2023-04-15,2027-04-15,58745,392,297,532
533,848,2023-06-20,2023-10-14,2025-10-14,37422,826,790,533
534,221,2023-06-09,2023-09-10,2025-09-10,19177,565,684,534
535,29,2023-09-18,2023-11-25,2027-11-25,36826,504,889,535
536,779,2022-03-30,2022-07-03,2024-07-03,47233,981,431,536
537,743,2022-10-15,2022-12-07,2023-12-07,31742,491,262,537
538,394,2019-04-14,2019-06-01,2021-06-01,,455,476,538
539,75,2023-12-18,2024-02-27,2025-02-27,18797,976,237,539
540,963,2023-08-17,2023-10-24,2025-10-24,72099,824,116,540
541,450,2021-01-14,2021-03-09,2025-03-09,20376,286,859,541
542,982,2023-02-24,2023-05-28,2027-05-28,69115,360,250,542
543,124,2021-07-24,2021-10-13,2022-10-13,27569,5,111,543
544,821,2019-09-19,2019-11-21,2023-11-21,63408,403,251,544
545,834,2020-11-16,2021-03-13,2023-03-13,40635,139,211,545
546,541,2021-03-22,2021-06-15,2026-06-15,,129,314,546
547,645,2024-06-09,2024-08-13,2027-08-13,40702,498,868,547
548,569,2019-09-03,2019-12-05,2020-12-05,58121,433,865,548
549,953,2020-01-29,2020-05-19,2025-05-19,48522,307,34,549
550,278,2023-11-11,2024-02-29,2026-02-28,29497,926,473,550
551,170,2022-04-04,2022-06-17,2023-06-17,26977,899,769,551
552,842,2020-10-12,2020-11-18,2021-11-18,56034,26,224,552
553,985,2024-03-09,2024-05-04,2029-05-04,37354,551,479,553
554,250,2021-12-10,2022-02-14,2027-02-14,48326,270,508,554
555,454,2024-02-21,2024-04-13,2027-04-13,43995,114,121,555
556,443,2023-08-15,2023-10-05,2025-10-05,39084,272,648,556
557,638,2021-06-20,2021-09-25,2024-09-25,29671,927,627,557
558,65,2019-03-29,2019-06-03,2021-06-03,,265,291,558
559,896,2021-03-13,2021-07-08,2024-07-08,51503,881,277,559
560,576,2020-02-29,2020-04-05,2023-04-05,22230,350,595,560
561,73,2022-11-13,2023-02-06,2027-02-06,58344,594,605,561
562,379,2021-06-30,2021-08-15,2026-08-15,15656,460,725,562
563,134,2022-06-13,2022-09-09,2025-09-09,,497,51,563
564,209,2021-06-08,2021-10-05,2024-10-05,33499,864,177,564
565,94,2020-09-22,2020-11-04,2021-11-04,66616,97,467,565
566,203,2019-09-28,2019-11-09,2020-11-09,24691,896,770,566
567,666,2022-03-19,2022-05-09,2025-05-09,60312,972,300,567
568,140,2023-01-14,2023-02-28,2024-02-28,54294,801,739,568
569,679,2021-05-30,2021-07-24,2023-07-24,58999,310,358,569
570,636,2024-03-19,2024-05-03,2025-05-03,36467,611,453,570
571,196,2022-04-13,2022-08-09,2027-08-09,23485,145,221,571
572,988,2021-08-30,2021-10-23,2026-10-23,51304,330,756,572
573,199,2020-09-25,2020-12-23,2025-12-23,37616,919,154,573
574,126,2024-04-20,2024-07-26,2026-07-26,38664,737,47,574
575,315,2023-11-12,2024-02-05,2028-02-05,73462,96,754,575
576,342,2021-09-12,2022-01-10,2025-01-10,21245,222,560,576
577,997,2023-03-30,2023-06-20,2025-06-20,30639,108,863,577
578,868,2023-08-11,2023-09-30,2024-09-30,70781,629,864,578
579,838,2020-07-31,2020-09-10,2021-09-10,16222,11,241,579
580,875,2019-10-20,2020-01-09,2022-01-09,44487,815,46,580
581,76,2020-06-22,2020-10-07,2022-10-07,60322,929,510,581
582,781,2019-08-11,2019-10-22,2024-10-22,56728,382,442,582
583,627,2021-10-17,2022-01-13,2024-01-13,35064,137,829,583
584,451,2023-08-16,2023-10-31,2025-10-31,52257,410,565,584
585,923,2024-05-11,2024-06-20,2029-06-20,22852,986,721,585
586,372,2023-07-25,2023-10-09,2024-10-09,26981,474,55,586
587,805,2021-08-18,2021-11-05,2025-11-05,72656,612,959,587
588,866,2020-09-10,2020-12-19,2023-12-19,60498,511,324,588
589,494,2024-04-23,2024-08-16,2025-08-16,71272,172,70,589
590,241,2024-02-09,2024-04-07,2027-04-07,33823,975,553,590
591,333,2022-11-11,2022-12-19,2024-12-19,58959,757,689,591
592,568,2020-06-04,2020-07-05,2021-07-05,71811,851,446,592
593,474,2020-05-19,2020-07-10,2022-07-10,65518,658,910,593
594,542,2020-07-08,2020-09-07,2025-09-07,35452,702,21,594
595,606,2019-07-04,2019-10-21,2020-10-21,57294,513,860,595
596,437,2023-05-02,2023-07-14,2025-07-14,47813,43,704,596
597,827,2023-12-05,2024-03-03,2025-03-03,60989,609,434,597
598,712,2020-01-08,2020-02-22,2024-02-22,33139,759,305,598
599,738,2020-09-14,2020-10-15,2023-10-15,47314,53,950,599
600,862,2022-06-20,2022-08-01,2024-08-01,44273,407,461,600
601,681,2022-01-24,2022-02-26,2023-02-26,73317,925,261,601
602,514,2019-09-21,2019-11-27,2023-11-27,50739,442,345,602
603,574,2020-07-10,2020-09-30,2023-09-30,64474,300,822,603
604,326,2023-02-28,2023-05-08,2025-05-08,48458,469,578,604
605,766,2022-09-13,2022-11-10,2027-11-10,23813,44,637,605
606,995,2021-01-12,2021-02-26,2025-02-26,27183,704,810,606
607,839,2021-02-22,2021-04-08,2022-04-08,37662,827,936,607
608,580,2021-02-06,2021-04-16,2023-04-16,52645,558,132,608
609,591,2022-04-02,2022-06-09,2025-06-09,25389,388,258,609
610,448,2022-02-08,2022-04-02,2023-04-02,33245,211,965,610
611,990,2022-02-12,2022-06-02,2024-06-02,,535,488,611
612,208,2019-11-20,2020-03-17,2022-03-17,24312,326,352,612
613,470,2021-05-31,2021-08-14,2023-08-14,60431,144,130,613
614,336,2022-03-30,2022-06-26,2025-06-26,70925,988,679,614
615,348,2022-06-26,2022-10-13,2026-10-13,40723,39,513,615
616,56,2022-10-24,2023-01-26,2024-01-26,54587,435,460,616
617,440,2024-01-03,2024-02-21,2029-02-21,40115,796,740,617
618,41,2020-10-11,2020-11-25,2021-11-25,42630,82,616,618
619,540,2022-04-14,2022-06-24,2023-06-24,69843,576,915,619
620,571,2024-02-13,2024-04-04,2027-04-04,49524,746,768,620
621,599,2022-07-16,2022-09-03,2025-09-03,45045,533,985,621
622,459,2021-12-17,2022-02-18,2025-02-18,33493,671,882,622
623,797,2023-10-02,2023-11-09,2025-11-09,23978,605,886,623
624,161,2021-06-10,2021-09-14,2024-09-14,36036,90,623,624
625,538,2022-02-09,2022-05-13,2027-05-13,53092,376,223,625
626,850,2023-05-24,2023-07-30,2028-07-30,19171,436,395,626
627,108,2020-01-23,2020-02-26,2022-02-26,41583,343,66,627
628,19,2022-01-30,2022-04-01,2026-04-01,,764,509,628
629,39,2023-10-06,2024-01-14,2029-01-14,45696,339,773,629
630,169,2022-01-13,2022-04-30,2027-04-30,70469,744,418,630
631,919,2020-02-21,2020-04-17,2022-04-17,36803,167,149,631
632,79,2023-07-08,2023-11-04,2028-11-04,32102,308,994,632
633,74,2024-02-27,2024-06-07,2026-06-07,71160,25,747,633
634,411,2020-03-09,2020-06-02,2021-06-02,19616,243,36,634
635,256,2023-10-02,2024-01-13,2027-01-13,36423,633,71,635
636,785,2023-06-23,2023-09-28,2028-09-28,27670,510,458,636
637,709,2023-11-04,2024-01-06,2027-01-06,21343,357,450,637
638,456,2019-04-02,2019-05-03,2024-05-03,29881,918,632,638
639,660,2023-05-17,2023-07-08,2024-07-08,29494,411,893,639
640,888,2022-05-26,2022-09-14,2024-09-14,32810,690,340,640
641,292,2021-07-24,2021-10-03,2025-10-03,49757,907,6,641
642,24,2019-12-09,2020-03-19,2023-03-19,63383,994,207,642
643,290,2019-12-03,2020-03-19,2021-03-19,55573,263,726,643
644,960,2023-11-10,2024-02-02,2025-02-02,71070,909,187,644
645,428,2021-01-26,2021-04-04,2023-04-04,31283,765,299,645
646,201,2024-04-25,2024-06-20,2025-06-20,59961,987,831,646
647,265,2020-01-28,2020-05-26,2023-05-26,46194,908,69,647
648,736,2023-06-15,2023-08-02,2026-08-02,34087,915,607,648
649,187,2019-11-25,2019-12-30,2021-12-30,59916,677,966,649
650,675,2023-05-24,2023-07-17,2028-07-17,19127,691,842,650
651,466,2023-11-23,2024-02-24,2028-02-24,26796,235,226,651
652,855,2020-06-01,2020-08-24,2025-08-24,33476,960,707,652
653,42,2022-07-25,2022-09-22,2027-09-22,63647,353,832,653
654,223,2022-10-13,2023-01-16,2027-01-16,28644,42,137,654
655,555,2020-09-07,2021-01-01,2023-01-01,,281,38,655
656,913,2020-12-31,2021-02-22,2023-02-22,17546,531,838,656
657,142,2021-05-15,2021-08-29,2024-08-29,65523,239,958,657
658,858,2022-06-16,2022-07-28,2023-07-28,73180,32,129,658
659,302,2023-09-06,2023-11-03,2027-11-03,,774,732,659
660,698,2020-07-19,2020-08-29,2024-08-29,67938,992,644,660
661,219,2021-09-28,2021-12-02,2022-12-02,72315,68,942,661
662,436,2022-02-25,2022-05-15,2025-05-15,34541,134,528,662
663,309,2019-09-28,2019-12-14,2024-12-14,23345,640,436,663
664,103,2019-09-02,2019-12-23,2022-12-23,50861,971,967,664
665,648,2024-01-06,2024-03-13,2025-03-13,30126,111,122,665
666,373,2021-12-05,2022-03-20,2026-03-20,26694,409,227,666
667,339,2021-07-13,2021-08-17,2026-08-17,70886,218,360,667
668,584,2020-06-21,2020-09-14,2023-09-14,58132,248,647,668
669,463,2021-04-11,2021-07-03,2026-07-03,40587,266,228,669
670,164,2020-09-17,2020-12-12,2022-12-12,60973,914,183,670
671,518,2019-08-17,2019-11-05,2020-11-05,48117,282,497,671
672,442,2022-08-29,2022-10-22,2025-10-22,22605,151,88,672
673,663,2022-04-10,2022-06-01,2025-06-01,18121,525,10,673
674,320,2023-09-27,2023-12-10,2026-12-10,33140,955,142,674
675,898,2023-11-29,2024-03-17,2026-03-17,56054,688,650,675
676,122,2023-08-08,2023-09-14,2024-09-14,74763,838,53,676
677,759,2020-12-13,2021-02-16,2025-02-16,19693,305,585,677
678,790,2024-04-01,2024-06-28,2026-06-28,65633,149,537,678
679,546,2022-12-08,2023-01-30,2027-01-30,29736,346,125,679
680,770,2022-12-12,2023-04-01,2025-04-01,,299,980,680
681,254,2021-06-09,2021-08-09,2026-08-09,68880,99,919,681
682,573,2021-03-24,2021-07-17,2024-07-17,43105,446,152,682
683,119,2021-01-23,2021-04-22,2026-04-22,18085,775,984,683
684,746,2020-11-06,2020-12-30,2025-12-30,38906,546,65,684
685,551,2019-10-30,2020-01-22,2025-01-22,71052,805,759,685
686,678,2020-04-20,2020-08-17,2025-08-17,16865,666,374,686
687,885,2019-04-07,2019-06-24,2021-06-24,53117,290,552,687
688,793,2021-06-04,2021-07-07,2025-07-07,41423,195,713,688
689,462,2020-08-01,2020-09-20,2023-09-20,25323,85,344,689
690,722,2021-10-18,2021-11-24,2025-11-24,70219,532,523,690
691,989,2021-12-22,2022-02-23,2023-02-23,74005,451,519,691
692,589,2021-02-23,2021-03-28,2025-03-28,32823,964,271,692
693,430,2021-10-08,2021-11-19,2023-11-19,55710,208,110,693
694,395,2020-02-04,2020-04-13,2022-04-13,29815,380,666,694
695,153,2019-07-26,2019-09-06,2021-09-06,48204,749,190,695
696,775,2022-12-17,2023-02-28,2025-02-28,24092,264,977,696
697,757,2019-09-05,2019-12-10,2020-12-10,71662,231,134,697
698,429,2021-01-06,2021-04-10,2025-04-10,49227,399,350,698
699,205,2021-01-01,2021-04-02,2025-04-02,48599,35,490,699
700,935,2021-03-24,2021-06-18,2025-06-18,56710,160,253,700
701,255,2022-08-19,2022-10-02,2023-10-02,,418,856,701
702,523,2022-08-23,2022-10-04,2023-10-04,44274,64,641,702
703,210,2020-06-11,2020-09-04,2023-09-04,,940,748,703
704,248,2020-07-28,2020-11-09,2025-11-09,49067,430,524,704
705,972,2020-10-31,2020-12-01,2025-12-01,35776,154,543,705
706,930,2019-05-20,2019-08-11,2021-08-11,18108,38,230,706
707,754,2020-05-26,2020-08-17,2024-08-17,30937,700,853,707
708,118,2020-09-09,2020-10-26,2021-10-26,45917,541,891,708
709,810,2022-01-02,2022-03-05,2025-03-05,15705,492,238,709
710,274,2020-09-01,2020-10-15,2022-10-15,31078,593,807,710
711,956,2023-03-20,2023-05-23,2027-05-23,69094,706,329,711
712,908,2023-07-07,2023-10-05,2027-10-05,73828,283,4,712
713,78,2022-10-08,2022-11-26,2025-11-26,71379,320,184,713
714,927,2021-02-16,2021-06-14,2024-06-14,24705,807,85,714
715,723,2019-07-07,2019-11-04,2021-11-04,45432,784,792,715
716,994,2022-12-02,2023-02-01,2025-02-01,21843,995,541,716
717,603,2022-11-02,2022-12-15,2024-12-15,44135,214,939,717
718,282,2019-12-14,2020-02-18,2023-02-18,45234,524,914,718
719,583,2021-09-20,2021-10-30,2024-10-30,72993,548,931,719
720,2,2020-02-29,2020-04-06,2022-04-06,47826,738,911,720
721,297,2020-06-08,2020-08-08,2021-08-08,15878,337,225,721
722,332,2022-01-08,2022-04-28,2026-04-28,18360,412,546,722
723,301,2019-10-28,2019-12-13,2024-12-13,20746,515,604,723
724,481,2023-08-10,2023-10-18,2028-10-18,31212,21,304,724
725,489,2019-10-25,2019-12-12,2021-12-12,24780,667,240,725
726,432,2020-10-21,2020-11-29,2022-11-29,31664,143,457,726
727,38,2022-01-02,2022-02-03,2025-02-03,19274,901,367,727
728,899,2024-03-17,2024-05-31,2028-05-31,39111,712,140,728
729,878,2020-07-04,2020-08-20,2023-08-20,63893,876,356,729
730,133,2020-02-29,2020-04-15,2025-04-15,37301,467,786,730
731,247,2020-12-01,2021-03-02,2026-03-02,74771,830,542,731
732,286,2020-03-22,2020-05-27,2025-05-27,32060,780,871,732
733,25,2021-06-04,2021-08-21,2022-08-21,34416,555,60,733
734,10,2022-08-16,2022-10-07,2027-10-07,49877,297,895,734
735,851,2022-08-16,2022-11-20,2025-11-20,37006,413,471,735
736,369,2023-09-16,2023-11-16,2025-11-16,48225,482,686,736
737,511,2021-04-27,2021-06-30,2023-06-30,66821,479,197,737
738,310,2019-06-19,2019-09-20,2022-09-20,19797,494,812,738
739,26,2024-01-01,2024-02-23,2027-02-23,65414,887,43,739
740,51,2023-08-05,2023-10-08,2025-10-08,43459,620,366,740
741,174,2020-07-23,2020-08-30,2021-08-30,71239,858,655,741
742,414,2023-09-26,2023-11-23,2027-11-23,43161,303,428,742
743,27,2022-09-14,2022-12-24,2026-12-24,30926,306,91,743
744,346,2023-11-15,2023-12-30,2026-12-30,70536,178,67,744
745,532,2020-07-03,2020-08-06,2021-08-06,,385,777,745
746,308,2022-06-22,2022-09-03,2027-09-03,50997,284,422,746
747,280,2024-05-20,2024-09-03,2025-09-03,40307,903,841,747
748,364,2022-10-13,2022-12-29,2027-12-29,61765,62,246,748
749,192,2023-08-23,2023-11-15,2028-11-15,32671,956,826,749
750,661,2022-01-13,2022-04-07,2023-04-07,16461,387,584,750
751,399,2023-09-24,2023-12-09,2025-12-09,68274,95,670,751
752,534,2019-10-11,2019-12-02,2020-12-02,,832,212,752
753,853,2023-01-10,2023-05-03,2024-05-03,72888,748,82,753
754,23,2022-01-13,2022-05-07,2023-05-07,22931,30,322,754
755,264,2020-01-30,2020-03-16,2022-03-16,29159,592,518,755
756,319,2020-04-06,2020-07-27,2025-07-27,64431,791,14,756
757,317,2023-06-15,2023-09-08,2028-09-08,69846,199,945,757
758,987,2022-06-22,2022-10-17,2025-10-17,74460,946,559,758
759,335,2021-05-15,2021-06-20,2024-06-20,62467,745,567,759
760,981,2023-10-03,2023-12-26,2024-12-26,43656,396,491,760
761,729,2020-04-10,2020-07-12,2021-07-12,21034,473,273,761
762,257,2020-10-25,2020-12-05,2021-12-05,17015,156,326,762
763,707,2021-04-23,2021-07-06,2026-07-06,66027,540,720,763
764,220,2023-02-12,2023-05-23,2026-05-23,15958,917,577,764
765,889,2022-07-07,2022-08-11,2023-08-11,39476,71,975,765
766,986,2021-02-13,2021-04-14,2022-04-14,56784,203,833,766
767,719,2022-03-03,2022-06-20,2023-06-20,20014,863,978,767
768,829,2023-06-09,2023-09-23,2027-09-23,48781,340,892,768
769,125,2019-07-18,2019-09-19,2024-09-19,,931,772,769
770,968,2023-11-03,2024-02-11,2028-02-11,61554,589,489,770
771,979,2019-07-01,2019-08-31,2022-08-31,,619,767,771
772,96,2022-09-03,2022-11-28,2027-11-28,,885,765,772
773,624,2023-05-15,2023-07-02,2026-07-02,30076,65,582,773
774,137,2021-01-10,2021-05-06,2023-05-06,52614,538,252,774
775,295,2024-04-03,2024-07-25,2027-07-25,24388,810,852,775
776,904,2020-06-10,2020-10-04,2025-10-04,41114,215,294,776
777,409,2019-09-29,2019-12-25,2023-12-25,,463,935,777
778,316,2019-08-28,2019-10-15,2024-10-15,16760,4,235,778
779,498,2024-02-15,2024-04-07,2029-04-07,72198,777,954,779
780,291,2023-07-16,2023-09-29,2026-09-29,34555,847,932,780
781,249,2020-09-25,2020-12-16,2022-12-16,52300,400,155,781
782,385,2022-05-13,2022-07-14,2023-07-14,,514,438,782
783,375,2023-04-03,2023-05-13,2028-05-13,20888,432,239,783
784,269,2022-02-13,2022-05-05,2024-05-05,55960,406,736,784
785,685,2024-04-19,2024-08-05,2027-08-05,,862,426,785
786,873,2021-11-08,2021-12-12,2023-12-12,44661,141,921,786
787,270,2023-12-13,2024-02-29,2029-02-28,22076,714,676,787
788,892,2022-11-07,2023-02-21,2024-02-21,26283,45,13,788
789,332,2022-03-08,2022-04-26,2024-04-26,43941,185,581,789
790,886,2023-08-13,2023-11-18,2026-11-18,21210,76,624,790
791,774,2021-09-26,2022-01-05,2025-01-05,25159,814,448,791
792,750,2024-02-25,2024-06-16,2028-06-16,45980,731,901,792
793,903,2021-08-10,2021-10-17,2024-10-17,52034,238,63,793
794,721,2024-05-19,2024-08-02,2027-08-02,63227,935,243,794
795,749,2023-02-20,2023-04-03,2025-04-03,68966,938,649,795
796,186,2022-06-25,2022-08-25,2027-08-25,22547,88,556,796
797,403,2022-06-19,2022-08-22,2026-08-22,39080,785,90,797
798,451,2023-08-16,2023-10-19,2027-10-19,32956,965,643,798
799,796,2021-08-28,2021-10-23,2026-10-23,58638,896,50,799
800,70,2021-08-06,2021-12-01,2026-12-01,44773,493,772,800
801,518,2019-10-17,2020-01-28,2021-01-28,47401,117,924,801
802,824,2021-04-14,2021-06-15,2025-06-15,19020,987,636,802
803,882,2021-11-15,2022-02-06,2025-02-06,19540,134,557,803
804,350,2022-07-17,2022-08-20,2026-08-20,18058,112,386,804
805,22,2022-08-07,2022-09-25,2026-09-25,30921,950,42,805
806,157,2021-05-12,2021-06-29,2022-06-29,17719,494,781,806
807,916,2020-01-26,2020-02-29,2025-02-28,19617,561,920,807
808,20,2020-01-21,2020-02-29,2024-02-29,27675,644,300,808
809,159,2022-01-21,2022-04-09,2024-04-09,,210,607,809
810,840,2019-07-31,2019-09-15,2020-09-15,70402,370,163,810
811,509,2020-03-02,2020-05-29,2023-05-29,,531,899,811
812,205,2021-02-01,2021-05-10,2026-05-10,56353,297,925,812
813,93,2023-02-22,2023-06-11,2026-06-11,35798,173,144,813
814,299,2023-01-15,2023-03-10,2025-03-10,35990,222,996,814
815,791,2023-12-18,2024-02-02,2027-02-02,42304,832,321,815
816,540,2022-01-14,2022-04-19,2025-04-19,65570,266,654,816
817,49,2022-01-30,2022-03-08,2025-03-08,21504,495,150,817
818,281,2022-12-03,2023-03-20,2027-03-20,69992,163,884,818
819,60,2023-05-25,2023-08-27,2025-08-27,21074,889,17,819
820,308,2022-09-22,2022-12-18,2026-12-18,50306,883,744,820
821,807,2022-01-22,2022-02-28,2027-02-28,18711,311,878,821
