feature_id,lot_area_sqft,no_bedrooms,no_bathrooms,no_kitchens,no_floors,parking_area_sqft,year_built,condition_rating
705,1056,2,2,1,1,54,1963,10
706,4910,,6,3,2,357,1973,4
707,1252,2,2,1,1,117,2009,10
708,835,1,1,1,1,118,2007,10
709,3813,5,5,2,2,354,2004,9
710,1982,3,3,2,1,266,2002,7
711,4874,6,6,3,2,409,1954,1
712,855,1,1,1,1,89,1981,10
713,1731,3,3,2,1,68,1983,10
714,638,1,1,1,1,123,2010,2
715,3956,5,5,2,2,435,1962,9
716,1782,3,3,2,1,58,2012,2
717,2802,4,4,2,1,261,2019,8
718,1424,3,3,1,1,151,1971,3
719,2732,4,4,2,1,,2017,8
720,3483,,4,2,2,55,1961,1
721,3558,4,4,2,2,256,1993,6
722,4726,6,6,3,2,114,1953,6
723,1549,3,3,2,1,84,2007,5
724,3947,5,5,2,2,205,1956,9
725,1225,2,2,1,1,159,2008,4
726,4316,5,5,2,2,824,2010,6
727,4600,6,6,3,2,598,2000,2
728,2431,4,4,2,1,322,1975,10
729,2952,,4,2,1,345,2000,4
730,672,1,1,1,1,3,1978,1
731,3410,,4,2,2,219,2003,8
732,2239,3,3,2,1,3,1997,7
733,4058,5,5,2,2,515,2005,6
734,4917,6,6,3,2,219,1987,9
735,3357,4,4,2,2,88,1984,7
736,4162,5,5,2,2,805,1959,5
737,2583,4,4,2,1,,2002,7
738,2771,4,4,2,1,502,1966,8
739,2164,3,3,2,1,,1965,8
740,1196,2,2,1,1,211,1955,5
741,1677,3,3,2,1,45,1994,5
742,3867,5,5,2,2,755,1983,1
743,4685,6,6,3,2,401,1970,9
744,3935,5,5,2,2,340,2015,10
745,2220,3,3,2,1,136,1995,3
746,3300,,4,2,2,435,1952,2
747,3345,4,4,2,2,,1966,8
748,3614,5,5,2,2,427,1973,6
749,735,1,1,1,1,29,1983,4
750,4523,6,6,3,2,873,1950,2
751,603,1,1,1,1,71,1951,9
752,1890,3,3,2,1,107,1999,3
753,3739,5,5,2,2,337,1967,5
754,1346,2,2,1,1,,2023,7
755,1595,3,3,2,1,119,1986,4
756,3222,4,4,2,2,462,1972,3
757,2808,4,4,2,1,363,1967,7
758,4366,5,5,2,2,698,1958,2
759,1645,3,3,2,1,155,1950,5
760,3613,5,5,2,2,600,1963,5
761,1082,2,2,1,1,56,1960,5
762,881,1,1,1,1,156,1953,9
763,1876,3,3,2,1,365,1988,3
764,2158,3,3,2,1,169,1997,8
765,2429,,4,2,1,460,2001,7
766,3019,4,4,2,2,599,1958,9
767,1427,3,3,1,1,252,1993,4
768,653,1,1,1,1,,1979,4
769,1757,3,3,2,1,337,2007,10
770,1691,3,3,2,1,283,1977,9
771,3475,4,4,2,2,478,1980,5
772,3324,4,4,2,2,17,1950,8
773,843,1,1,1,1,31,2017,4
774,655,,1,1,1,,1961,8
775,4199,5,5,2,2,744,1991,3
776,3390,4,4,2,2,451,1991,6
777,1434,3,3,1,1,162,1998,9
778,1832,3,3,2,1,139,2005,8
779,4734,6,6,3,2,,1987,4
780,3594,,4,2,2,686,2000,1
781,4736,6,6,3,2,496,1989,3
782,2348,4,4,2,1,,1981,9
783,1163,2,2,1,1,186,2004,2
784,3543,4,4,2,2,560,1957,9
785,534,1,1,1,1,1,1992,10
786,4258,5,5,2,2,62,1965,4
787,3902,5,5,2,2,100,1950,5
788,4284,5,5,2,2,466,2009,3
789,1433,3,3,1,1,121,2015,5
790,720,1,1,1,1,75,1990,6
791,662,1,1,1,1,52,1989,5
792,3920,5,5,2,2,313,1960,7
793,554,1,1,1,1,46,1955,8
794,2318,4,4,2,1,165,2007,9
795,4332,5,5,2,2,364,2022,2
796,3693,5,5,2,2,40,2023,8
797,1302,2,2,1,1,77,1959,3
798,3911,5,5,2,2,32,2016,7
799,1510,3,3,2,1,219,1976,10
800,1193,,2,1,1,21,1958,10
801,3188,4,4,2,2,93,1976,2
802,3573,4,4,2,2,267,1965,2
803,3829,,5,2,2,612,2012,9
804,3992,,5,2,2,,2016,10
805,870,1,1,1,1,43,1975,3
806,2441,4,4,2,1,242,1994,5
807,1886,3,3,2,1,355,1976,1
808,2652,4,4,2,1,503,1997,5
809,1409,,3,1,1,,1991,1
810,3295,4,4,2,2,175,1953,8
811,1033,,2,1,1,28,1962,8
812,2806,4,4,2,1,77,1964,6
813,4751,6,6,3,2,403,1987,10
814,2037,3,3,2,1,160,1993,7
815,2488,4,4,2,1,151,1954,3
816,1602,3,3,2,1,32,2011,8
817,4657,6,6,3,2,667,1972,9
818,1756,,3,2,1,335,1972,5
819,2112,3,3,2,1,385,1964,10
820,1346,2,2,1,1,154,2011,1
821,4118,5,5,2,2,621,1989,6
822,4209,5,5,2,2,388,1984,8
823,549,1,1,1,1,3,1989,8
824,1864,3,3,2,1,139,2010,9
825,4221,5,5,2,2,368,1986,7
826,4154,,5,2,2,538,1977,10
827,750,1,1,1,1,101,1969,5
828,3985,5,5,2,2,747,1951,2
829,704,1,1,1,1,125,2006,3
830,4109,5,5,2,2,648,1989,3
831,586,1,1,1,1,50,2017,2
832,4641,6,6,3,2,752,1970,5
833,4218,5,5,2,2,349,1987,4
834,2040,3,3,2,1,379,1960,10
835,4424,6,6,2,2,763,1967,8
836,1987,3,3,2,1,193,1994,10
837,1700,3,3,2,1,328,1966,3
838,2259,3,3,2,1,200,2021,8
839,3078,4,4,2,2,329,1998,8
840,1073,2,2,1,1,8,1956,3
841,4326,5,5,2,2,98,2001,3
842,3013,4,4,2,2,509,2011,10
843,4286,5,5,2,2,524,2001,6
844,3631,5,5,2,2,229,1977,6
845,4184,5,5,2,2,475,1975,6
846,2750,4,4,2,1,406,1993,1
847,3584,,4,2,2,61,1953,9
848,3952,5,5,2,2,450,2009,4
849,1061,2,2,1,1,66,2005,4
850,1878,3,3,2,1,39,1956,6
851,997,1,1,1,1,77,1954,6
852,3514,4,4,2,2,48,1954,6
853,1679,3,3,2,1,133,1985,4
854,2636,4,4,2,1,311,1998,9
855,2925,4,4,2,1,426,1994,4
856,4075,5,5,2,2,798,2012,5
857,999,1,1,1,1,191,2014,8
858,1308,2,2,1,1,193,1951,2
859,2545,4,4,2,1,269,1953,3
860,4051,5,5,2,2,297,2013,8
861,2945,4,4,2,1,95,2010,1
862,3056,4,4,2,2,181,1998,3
863,1774,3,3,2,1,,1951,4
864,2709,,4,2,1,71,2001,2
865,1112,2,2,1,1,57,2022,7
866,3121,4,4,2,2,493,2007,3
867,3473,4,4,2,2,328,2018,9
868,4578,6,6,3,2,297,1969,5
869,4836,6,6,3,2,232,1985,9
870,1083,,2,1,1,,1982,8
871,522,1,1,1,1,6,1951,5
872,2920,4,4,2,1,536,2003,1
873,2508,4,4,2,1,18,1974,3
874,1614,3,3,2,1,75,2021,6
875,3111,4,4,2,2,182,2015,10
876,3704,5,5,2,2,121,2012,9
877,1762,3,3,2,1,167,1989,5
878,1007,,2,1,1,85,1956,7
879,3879,5,5,2,2,,1994,4
880,4785,6,6,3,2,,2012,1
881,615,1,1,1,1,87,1951,9
882,4748,6,6,3,2,,2006,6
883,594,1,1,1,1,67,2005,6
884,4082,5,5,2,2,128,1957,6
885,4434,6,6,2,2,156,1970,6
886,1770,3,3,2,1,316,2017,4
887,2140,3,3,2,1,,2017,4
888,2604,,4,2,1,336,1984,10
889,4916,6,6,3,2,,1985,6
890,2260,3,3,2,1,351,2017,4
891,2111,3,3,2,1,387,1971,3
892,1891,3,3,2,1,372,1992,9
893,4816,6,6,3,2,391,2013,7
894,3702,5,5,2,2,206,1971,9
895,1300,2,2,1,1,234,1960,3
896,2578,4,4,2,1,,1976,7
897,3514,,4,2,2,381,1950,5
898,4246,5,5,2,2,447,1957,6
899,4126,5,5,2,2,392,1974,6
900,3458,4,4,2,2,276,2021,1
901,1384,2,2,1,1,,1974,7
902,1270,2,2,1,1,,2018,2
903,3706,5,5,2,2,460,2022,5
904,1738,3,3,2,1,246,1970,2
905,3566,4,4,2,2,429,1961,5
906,1728,3,3,2,1,1,1979,8
907,2027,3,3,2,1,108,1975,1
908,1837,,3,2,1,205,1987,1
909,3293,4,4,2,2,233,1998,4
910,1906,3,3,2,1,277,1952,9
911,3997,5,5,2,2,584,1996,1
912,4466,6,6,2,2,390,1972,7
913,1443,3,3,1,1,73,2022,8
914,541,1,1,1,1,92,2019,9
915,4543,,6,3,2,517,1962,9
916,2251,3,3,2,1,,1957,10
917,2732,4,4,2,1,495,1974,5
918,2927,4,4,2,1,457,1964,7
919,4506,6,6,3,2,868,2010,2
920,4225,5,5,2,2,785,1958,9
921,3292,4,4,2,2,107,1978,9
922,4365,,5,2,2,469,1960,3
923,4750,6,6,3,2,299,2011,8
924,2508,4,4,2,1,443,1992,6
925,3668,5,5,2,2,7,2007,4
926,4423,6,6,2,2,288,2003,8
927,4737,6,6,3,2,588,2018,4
928,4750,6,6,3,2,775,2018,8
929,963,1,1,1,1,73,1967,9
930,561,1,1,1,1,28,1959,2
931,3247,4,4,2,2,,2007,6
932,4620,6,6,3,2,253,1969,9
933,2159,3,3,2,1,105,1986,3
934,2332,4,4,2,1,457,1991,6
935,984,1,1,1,1,6,1961,7
936,3608,5,5,2,2,702,2020,9
937,2881,4,4,2,1,103,2000,1
938,4943,6,6,3,2,374,1990,3
939,962,1,1,1,1,143,1962,7
940,1024,2,2,1,1,25,2007,8
941,4563,6,6,3,2,493,2023,7
942,3528,4,4,2,2,107,1986,6
943,4011,5,5,2,2,332,1957,10
944,4979,6,6,3,2,887,1995,7
945,2591,4,4,2,1,393,1975,1
946,3570,4,4,2,2,,2001,6
947,729,1,1,1,1,4,1970,9
948,2532,,4,2,1,304,2019,7
949,4642,6,6,3,2,,1993,9
950,4326,5,5,2,2,674,1966,4
951,4496,6,6,2,2,672,2000,5
952,3773,5,5,2,2,172,1964,3
953,1372,,2,1,1,,1958,7
954,1929,3,3,2,1,377,2017,4
955,4568,6,6,3,2,865,1962,8
956,2748,4,4,2,1,25,1977,5
957,1301,2,2,1,1,157,2012,2
958,4480,6,6,2,2,499,1972,3
959,2564,4,4,2,1,,1991,3
960,4272,5,5,2,2,690,1986,9
961,2680,,4,2,1,278,2014,8
962,3724,5,5,2,2,94,1999,4
963,1270,2,2,1,1,174,1968,8
964,3307,4,4,2,2,351,1998,10
965,3075,,4,2,2,203,1983,7
966,2869,4,4,2,1,416,1992,9
967,2338,4,4,2,1,141,1950,9
968,3836,5,5,2,2,150,1977,5
969,1625,3,3,2,1,91,2012,10
970,2806,4,4,2,1,,2001,4
971,4407,6,6,2,2,,2013,2
972,2560,4,4,2,1,221,1962,2
973,1999,3,3,2,1,,1980,2
974,4045,5,5,2,2,516,1987,9
975,2601,4,4,2,1,49,2021,3
976,1439,3,3,1,1,,2009,10
977,2478,4,4,2,1,255,1978,10
978,1636,3,3,2,1,251,1981,6
979,2810,4,4,2,1,5,2020,6
980,4826,6,6,3,2,600,2010,2
981,753,1,1,1,1,,1950,9
982,3471,,4,2,2,318,1995,8
983,3033,4,4,2,2,170,1955,7
984,4754,6,6,3,2,539,1994,2
985,780,1,1,1,1,142,2013,8
986,4238,5,5,2,2,690,1969,4
987,3799,5,5,2,2,304,2002,9
988,1442,3,3,1,1,112,1958,2
989,1282,2,2,1,1,,2017,10
990,3432,4,4,2,2,33,2016,6
991,1339,2,2,1,1,162,2016,6
992,2691,4,4,2,1,513,2007,5
993,839,1,1,1,1,33,2018,7
994,1608,3,3,2,1,303,2017,4
995,3979,5,5,2,2,418,1970,5
996,4786,6,6,3,2,800,2016,2
997,2824,4,4,2,1,154,1963,5
998,2807,4,4,2,1,210,1975,8
999,1908,3,3,2,1,96,1980,7
1000,2089,3,3,2,1,342,2009,4
