TransactionID,Date,Year,Quarter,Month,Week,Day,State,City,ZipCode,Gender,AgeCat,AgentSince,Position,LotArea,Bedrooms,Bathrooms,Kitchens,Floors,ParkingArea,BuiltSince,Condition,ListingType,NumVisits,MaintenanceExp,AskedAmount,TransactionValue,CommissionRate,CommissionValue,NegotiationDays,ClosingDays
284,2021-05-19,2021,2,5,20,19,Tennessee,Chattanooga,37405,Male,Middle Aged,3,Property Manager,2949,4,4,2,1,443,52,Poor,Rental,3,0,954117.0,938359.0,4.8,24605.0,158,0
285,2021-06-10,2021,2,6,23,10,Pennsylvania,Valley Forge,19495,Male,Senior,1,Listing Coordinator,1420,3,3,1,1,67,68,Excellent,Sale,2,0,32956.0,565735.0,2.7,39243.0,136,0
286,2021-06-27,2021,2,6,26,27,North Carolina,Winston Salem,27116,Male,Adult,1,Real Estate Agent,1989,3,3,2,1,381,58,Poor,Rental,2,11537,271050.0,602542.0,5.9,7739.0,140,0
287,2022-09-17,2022,3,9,38,17,Alaska,Fairbanks,93859,Female,Senior,2,Leasing Consultant,4199,5,5,2,2,744,33,Poor,Sale,0,5265,620470.0,317996.0,3.3,30520.0,0,0
288,2023-07-05,2023,3,7,27,5,Arizona,Prescott,86305,Male,Middle Aged,2,Listing Coordinator,2841,4,4,2,1,415,22,Poor,Rental,0,11649,421684.0,531072.0,3.1,15377.0,0,130
289,2022-04-24,2022,2,4,17,24,Texas,Abilene,79605,Female,Adult,2,Property Manager,1420,3,3,1,1,36,34,Poor,Sale,2,5040,476205.0,459009.0,2.5,29230.0,103,1131
290,2023-10-12,2023,4,10,41,12,New Mexico,Albuquerque,87201,Male,Adult,5,Property Manager,1102,2,2,1,1,190,35,Average,Sale,0,16922,423378.0,293901.0,3.3,12381.0,0,339
291,2023-11-15,2023,4,11,46,15,Virginia,Norfolk,23504,Male,Adult,2,Broker Associate,4415,6,6,2,2,144,30,Poor,Sale,2,4556,67382.0,420826.0,3.2,29165.0,78,1480
292,2021-04-26,2021,2,4,17,26,Texas,Midland,79710,Female,Adult,5,Broker Associate,3597,4,4,2,2,500,62,Poor,Rental,0,0,887380.0,352673.0,4.4,20132.0,0,88
293,2022-04-18,2022,2,4,16,18,Alaska,Anchorage,99599,Female,Middle Aged,5,Listing Coordinator,1502,3,3,2,1,83,58,Average,Sale,0,3684,205340.0,604562.0,5.3,6448.0,0,0
294,2021-09-01,2021,3,9,35,1,California,San Diego,92191,Female,Senior,3,Real Estate Agent,2143,3,3,2,1,259,8,Poor,Rental,0,4463,735672.0,953400.0,2.8,43795.0,0,898
295,2021-04-19,2021,2,4,16,19,Ohio,Columbus,43204,Male,Middle Aged,2,Property Manager,2140,3,3,2,1,267,7,Average,Sale,0,1720,584466.0,173931.0,4.8,9997.0,0,0
296,2021-02-09,2021,1,2,6,9,Minnesota,Minneapolis,55448,Male,Middle Aged,2,Broker Associate,4917,6,6,3,2,219,37,Excellent,Rental,1,4718,805504.0,639622.0,3.7,10745.0,55,0
297,2021-07-14,2021,3,7,28,14,Florida,Gainesville,32610,Male,Adult,2,Broker Associate,4409,6,6,2,2,827,45,Excellent,Sale,1,4512,637541.4,665003.0,4.5,28318.0,85,906
298,2023-07-07,2023,3,7,27,7,Kansas,Shawnee Mission,66225,Female,Middle Aged,5,Real Estate Agent,1876,3,3,2,1,365,36,Poor,Sale,0,4221,318598.0,404092.0,3.1784841075794623,12844.0,0,963
299,2021-01-20,2021,1,1,3,20,California,Pasadena,91186,Male,Adult,1,Leasing Consultant,4837,6,6,3,2,469,69,Poor,Sale,1,6545,741383.0,163501.0,4.0,29436.0,147,244
300,2023-10-12,2023,4,10,41,12,Utah,Ogden,84409,Male,Adult,4,Real Estate Agent,2155,3,3,2,1,143,4,Poor,Rental,0,4459,933964.0,809543.0,3.6,28711.0,0,864
301,2022-06-02,2022,2,6,22,2,North Carolina,Raleigh,27690,Male,Adult,1,Leasing Consultant,2806,4,4,2,1,77,60,Average,Rental,1,4622,614371.0,967818.0,2.5,15181.0,84,1239
302,2022-05-09,2022,2,5,19,9,Maryland,Baltimore,21203,Male,Adult,5,Real Estate Agent,3934,5,5,2,2,453,9,Poor,Rental,1,8694,546643.0,799182.0,2.3,5207.0,101,251
303,2023-02-08,2023,1,2,6,8,Colorado,Grand Junction,81505,Male,Middle Aged,3,Property Manager,4513,6,6,3,2,745,40,Excellent,Sale,1,0,689428.0,774203.0,3.9,43056.0,105,7
304,2023-11-03,2023,4,11,44,3,Georgia,Atlanta,30340,Female,Senior,1,Leasing Consultant,753,1,1,1,1,81,74,Excellent,Rental,0,4145,612335.0,228719.0,2.4,27691.0,0,1378
305,2021-06-22,2021,2,6,25,22,Florida,Jacksonville,32230,Male,Middle Aged,3,Listing Coordinator,3192,4,4,2,2,550,60,Poor,Sale,0,5830,753091.0,935064.0,3.2,8882.0,0,0
306,2023-12-19,2023,4,12,51,19,Washington,Tacoma,98411,Male,Adult,4,Property Manager,3932,5,5,2,2,3,5,Average,Sale,1,5102,905134.0,895796.0,5.7,35075.0,86,275
307,2023-01-02,2023,1,1,1,2,Missouri,Kansas City,64136,Female,Adult,1,Leasing Consultant,3129,4,4,2,2,318,7,Average,Sale,2,9755,510852.0,315891.0,4.6,3771.0,69,1049
308,2021-12-24,2021,4,12,52,24,Texas,Houston,77240,Male,Middle Aged,2,Leasing Consultant,2952,4,4,2,1,212,8,Excellent,Sale,1,9292,704563.0,534372.0,3.8,1421.0,43,1044
309,2021-11-24,2021,4,11,47,24,California,Sacramento,83683,Female,Middle Aged,4,Listing Coordinator,4781,6,6,3,2,341,33,Poor,Sale,2,0,518101.0,500980.0,4.8,19541.0,21,95
310,2023-06-18,2023,2,6,25,18,Texas,Amarillo,82196,Female,Middle Aged,5,Property Manager,4568,6,6,3,2,16,62,Average,Rental,1,8227,577425.0,538298.0,5.8,18060.0,171,1000
311,2022-01-13,2022,1,1,2,13,District of Columbia,Washington,20370,Male,Adult,4,Broker Associate,3293,4,4,2,2,233,26,Average,Sale,0,11188,596890.0,151497.0,3.0,10586.0,0,510
312,2021-10-28,2021,4,10,43,28,Tennessee,Memphis,38161,Female,Middle Aged,5,Property Manager,3976,5,5,2,2,138,5,Poor,Rental,2,0,670595.0,990118.0,4.2,34905.0,33,0
313,2023-12-06,2023,4,12,49,6,Texas,San Antonio,78255,Male,Adult,2,Broker Associate,977,1,1,1,1,113,71,Average,Rental,2,0,154191.0,626481.0,2.1,43846.0,80,848
314,2023-06-10,2023,2,6,23,10,Louisiana,Baton Rouge,70883,Female,Adult,2,Real Estate Agent,2927,4,4,2,1,457,60,Average,Rental,1,0,963905.0,568181.0,2.7962413231256837,6264.0,85,261
315,2022-05-13,2022,2,5,19,13,Kansas,Shawnee Mission,66276,Female,Middle Aged,5,Real Estate Agent,729,1,1,1,1,4,54,Excellent,Rental,1,10494,351979.0,545722.0,5.8,3253.0,61,0
316,2023-04-26,2023,2,4,17,26,Mississippi,Columbus,39705,Female,Senior,1,Broker Associate,1614,3,3,2,1,75,3,Average,Rental,2,5033,768196.0,727675.0,4.2,42032.0,10,92
317,2021-06-08,2021,2,6,23,8,Arizona,Phoenix,85010,Female,Middle Aged,2,Leasing Consultant,3573,4,4,2,2,644,4,Poor,Rental,1,5563,299692.4,583464.0,3.2,43795.0,15,791
318,2023-02-10,2023,1,2,6,10,Ohio,Lima,45807,Male,Middle Aged,3,Broker Associate,1679,3,3,2,1,133,39,Average,Rental,1,9378,18522.0,338925.0,2.9,26051.0,82,414
319,2021-01-20,2021,1,1,3,20,Texas,San Antonio,78260,Male,Middle Aged,4,Listing Coordinator,604,1,1,1,1,69,28,Average,Sale,1,14950,133001.0,269192.0,4.8,31842.0,132,10
320,2021-10-18,2021,4,10,42,18,California,Oakland,94616,Male,Senior,3,Broker Associate,1503,3,3,2,1,153,50,Average,Rental,1,0,681942.0,581406.0,3.0,44019.0,132,0
321,2022-06-13,2022,2,6,24,13,South Carolina,Anderson,32786,Female,Senior,3,Property Manager,2187,3,3,2,1,194,33,Excellent,Sale,1,4292,970167.0,982491.0,6.0,13593.0,132,0
322,2021-06-15,2021,2,6,24,15,California,San Jose,95150,Female,Middle Aged,2,Property Manager,3098,4,4,2,2,613,41,Excellent,Sale,2,0,260519.0,287173.0,12.330546395378397,35410.0,135,70
323,2021-04-20,2021,2,4,16,20,Florida,Miami,33190,Male,Adult,1,Real Estate Agent,2256,3,3,2,1,67,36,Excellent,Sale,0,0,597445.0,350268.0,4.4,20274.0,0,177
324,2023-02-24,2023,1,2,8,24,Kentucky,Louisville,40256,Male,Adult,2,Property Manager,3328,4,4,2,2,184,51,Excellent,Sale,0,14258,870698.0,355060.0,3.9,1968.0,0,481
325,2023-05-16,2023,2,5,20,16,Illinois,Joliet,60435,Female,Adult,3,Broker Associate,3864,5,5,2,2,176,47,Poor,Rental,2,8119,201175.0,384756.0,5.3,6320.0,29,551
326,2022-07-11,2022,3,7,28,11,Texas,Garland,74834,Male,Senior,4,Real Estate Agent,988,1,1,1,1,103,59,Excellent,Sale,2,11398,532155.0,672064.0,2.3,13803.0,154,571
327,2021-05-02,2021,2,5,18,2,Arizona,Mesa,85210,Male,Middle Aged,2,Leasing Consultant,3114,4,4,2,2,529,17,Poor,Sale,1,0,896368.0,399398.0,5.1,47534.0,135,256
328,2022-07-02,2022,3,7,27,2,District of Columbia,Washington,20244,Female,Senior,4,Listing Coordinator,1987,3,3,2,1,193,30,Excellent,Sale,1,1127,122986.0,896959.0,5.6,9646.0,75,0
329,2021-07-15,2021,3,7,28,15,Florida,Bradenton,34210,Female,Adult,4,Listing Coordinator,2994,4,4,2,1,249,70,Average,Sale,1,3483,238063.0,204879.0,2.9,48735.0,93,558
330,2023-02-16,2023,1,2,7,16,District of Columbia,Washington,13949,Female,Adult,3,Broker Associate,1654,3,3,2,1,245,45,Excellent,Rental,1,11611,38915.0,721052.0,4.0,4640.0,77,1048
331,2023-05-20,2023,2,5,20,20,Nebraska,Lincoln,73901,Female,Middle Aged,1,Listing Coordinator,3724,5,5,2,2,94,25,Average,Sale,0,8209,185065.0,864908.0,2.4,40653.0,0,0
332,2023-06-28,2023,2,6,26,28,California,Sacramento,95852,Female,Middle Aged,4,Listing Coordinator,2869,4,4,2,1,416,32,Excellent,Rental,2,5261,771604.0,560262.0,2.6,15777.0,65,1344
333,2021-10-24,2021,4,10,43,24,Ohio,Toledo,43699,Female,Senior,5,Listing Coordinator,4328,5,5,2,2,808,69,Average,Sale,1,8197,518206.0,892201.0,5.9,44830.0,88,0
334,2021-11-25,2021,4,11,47,25,Missouri,Saint Louis,63110,Female,Adult,2,Real Estate Agent,1816,3,3,2,1,157,40,Average,Sale,1,8640,690708.0,298959.0,3.9,13992.0,157,0
335,2021-08-22,2021,3,8,34,22,California,Irvine,92717,Female,Senior,2,Leasing Consultant,2646,4,4,2,1,176,73,Average,Rental,2,7985,115364.0,365460.0,5.0,9004.0,28,0
336,2022-08-20,2022,3,8,34,20,California,Fresno,93750,Male,Middle Aged,3,Property Manager,3418,4,4,2,2,473,43,Poor,Sale,3,0,471216.0,863603.0,3.1,45764.0,38,570
337,2021-12-16,2021,4,12,50,16,Florida,Cape Coral,33915,Female,Adult,1,Leasing Consultant,2040,3,3,2,1,57,43,Average,Rental,2,0,29542.0,514826.0,3.4,44468.0,44,0
338,2023-02-24,2023,1,2,8,24,Florida,Clearwater,34620,Male,Adult,3,Property Manager,3188,4,4,2,2,93,48,Poor,Rental,1,9199,615978.0,695469.0,5.9,12320.0,77,53
339,2022-03-30,2022,1,3,13,30,Arizona,Tucson,85720,Male,Middle Aged,3,Property Manager,4239,5,5,2,2,241,36,Average,Sale,0,12819,966007.0,483659.0,3.6,15773.0,0,182
340,2023-04-23,2023,2,4,17,23,Florida,Tallahassee,32304,Male,Middle Aged,5,Listing Coordinator,4641,6,6,3,2,752,54,Average,Sale,2,15133,395495.0,378762.0,4.0,20323.0,16,1036
341,2021-10-28,2021,4,10,43,28,New Mexico,Santa Fe,82520,Male,Middle Aged,3,Broker Associate,4600,6,6,3,2,598,24,Poor,Rental,2,0,365646.0,825958.0,3.5,49265.0,78,0
342,2021-09-17,2021,3,9,38,17,Texas,Houston,77245,Male,Adult,2,Real Estate Agent,3688,5,5,2,2,641,1,Average,Sale,3,8949,258971.0,231843.0,4.6,4559.0,48,4
343,2023-09-01,2023,3,9,35,1,District of Columbia,Washington,20470,Male,Adult,5,Leasing Consultant,3178,4,4,2,2,136,31,Excellent,Sale,0,10453,528529.8,741011.0,4.4,37912.0,0,172
344,2023-05-28,2023,2,5,22,28,Tennessee,Johnson City,37605,Female,Middle Aged,3,Listing Coordinator,1017,1,2,1,1,179,4,Average,Sale,0,8048,489321.0,583665.0,4.7,31920.0,0,1220
345,2023-04-11,2023,2,4,15,11,Indiana,South Bend,46699,Male,Middle Aged,3,Real Estate Agent,4596,6,6,3,2,209,32,Average,Rental,0,0,922438.0,313895.0,2.4,38099.0,0,459
346,2023-02-17,2023,1,2,7,17,New York,White Plains,10606,Female,Adult,1,Leasing Consultant,4751,6,6,3,2,403,37,Excellent,Rental,0,0,711023.0,959540.0,4.9,32522.0,0,220
347,2021-02-21,2021,1,2,8,21,Michigan,Kalamazoo,49006,Female,Adult,4,Broker Associate,1196,2,2,1,1,211,69,Average,Rental,1,4831,110209.0,827085.0,4.6,1348.0,136,95
348,2022-01-10,2022,1,1,2,10,Michigan,Saginaw,48609,Female,Adult,2,Real Estate Agent,705,1,1,1,1,65,46,Average,Rental,0,8682,584316.0,869660.0,3.1,28343.0,0,612
349,2022-10-24,2022,4,10,43,24,California,Petaluma,94975,Female,Adult,3,Property Manager,2681,4,4,2,1,358,19,Poor,Sale,3,1676,292035.0,392115.0,3.9,32899.0,155,0
350,2021-01-04,2021,1,1,1,4,Florida,Saint Petersburg,34006,Female,Middle Aged,1,Real Estate Agent,2592,4,4,2,1,365,43,Average,Sale,2,2240,698610.0,911748.0,2.3,29042.0,18,0
351,2021-03-23,2021,1,3,12,23,Massachusetts,Boston,2114,Male,Senior,3,Property Manager,1082,2,2,1,1,56,64,Average,Rental,1,9484,545195.0,167086.0,5.9,25583.0,115,0
352,2021-03-24,2021,1,3,12,24,Florida,West Palm Beach,33411,Male,Senior,5,Leasing Consultant,1451,3,3,1,1,158,44,Excellent,Sale,2,11137,90575.0,507966.0,3.8,48012.0,109,0
353,2021-09-30,2021,3,9,39,30,Kentucky,London,40745,Male,Middle Aged,4,Listing Coordinator,3458,4,4,2,2,276,3,Poor,Sale,1,16766,905193.0,233425.0,5.8,39498.0,166,17
354,2023-03-24,2023,1,3,12,24,Missouri,Kansas City,64114,Male,Middle Aged,2,Listing Coordinator,1878,3,3,2,1,39,68,Average,Rental,1,0,914681.0,817243.0,4.0,15325.0,37,93
355,2023-08-09,2023,3,8,32,9,South Dakota,Sioux Falls,57105,Male,Adult,3,Property Manager,3919,5,5,2,2,358,11,Excellent,Rental,0,6200,568383.0,608402.0,2.9,34988.0,0,0
356,2022-07-27,2022,3,7,30,27,Massachusetts,Boston,2119,Female,Middle Aged,2,Leasing Consultant,1774,3,3,2,1,213,73,Average,Sale,0,5775,260126.0,989282.0,4.1,6490.0,0,0
357,2022-11-21,2022,4,11,47,21,Missouri,Kansas City,64136,Male,Adult,4,Property Manager,4686,6,6,3,2,279,64,Average,Sale,0,14553,517605.0,558550.0,4.1,18144.0,0,0
358,2022-02-02,2022,1,2,5,2,Texas,Dallas,75379,Male,Middle Aged,3,Property Manager,4809,6,6,3,2,454,9,Excellent,Sale,0,0,775964.0,889943.0,4.9,17989.0,0,295
359,2023-10-16,2023,4,10,42,16,New York,White Plains,10633,Female,Senior,3,Property Manager,3909,5,5,2,2,713,47,Average,Rental,0,1378,465665.0,539150.0,4.2,12682.0,0,1693
360,2023-04-25,2023,2,4,17,25,Louisiana,Baton Rouge,70820,Female,Middle Aged,1,Broker Associate,925,1,1,1,1,90,57,Average,Sale,2,4686,809235.0,497731.0,3.1,6280.0,20,543
361,2022-01-15,2022,1,1,3,15,Kansas,Wichita,67205,Male,Middle Aged,5,Real Estate Agent,4748,6,6,3,2,491,18,Average,Rental,1,0,438078.0,434248.0,5.7,21349.0,138,179
362,2022-07-02,2022,3,7,27,2,New York,Rochester,27052,Female,Adult,1,Broker Associate,3345,4,4,2,2,235,58,Excellent,Sale,1,8828,75582.0,396057.0,5.8,1529.0,93,1230
363,2023-02-03,2023,1,2,5,3,Florida,Seminole,34642,Female,Adult,4,Property Manager,847,1,1,1,1,168,59,Average,Sale,1,0,949849.0,457535.0,8.460117805195232,38708.0,48,136
364,2023-02-12,2023,1,2,7,12,North Carolina,Charlotte,28272,Male,Middle Aged,3,Leasing Consultant,1265,2,2,1,1,50,6,Excellent,Sale,1,0,430008.4,167718.0,7.430925720554739,12463.0,102,478
365,2022-09-29,2022,3,9,39,29,Florida,Jacksonville,32255,Female,Senior,5,Broker Associate,4750,6,6,3,2,775,6,Excellent,Sale,1,2020,886121.0,209939.0,3.9,35403.0,59,941
366,2021-07-08,2021,3,7,27,8,Georgia,Atlanta,31136,Male,Adult,1,Property Manager,4772,6,6,3,2,946,66,Poor,Sale,0,9226,786458.0,547806.0,5.8,25411.0,0,243
367,2023-07-27,2023,3,7,30,27,North Carolina,Charlotte,28215,Female,Senior,5,Broker Associate,4040,5,5,2,2,546,6,Average,Sale,2,3350,305318.0,986280.0,3.9,22295.0,83,944
368,2023-12-01,2023,4,12,48,1,North Carolina,Charlotte,28247,Male,Middle Aged,4,Leasing Consultant,586,1,1,1,1,50,7,Poor,Sale,1,0,328962.0,764203.0,3.3,17139.0,51,1384
369,2021-05-31,2021,2,5,22,31,Georgia,Savannah,31405,Male,Adult,4,Broker Associate,4861,6,6,3,2,739,11,Excellent,Rental,1,0,804581.0,812653.0,4.625590504188135,37590.0,113,0
370,2021-04-30,2021,2,4,18,30,Texas,Dallas,75342,Female,Middle Aged,4,Leasing Consultant,3387,4,4,2,2,315,36,Poor,Sale,1,1854,547747.0,844662.0,3.5,16318.0,79,0
371,2022-11-16,2022,4,11,46,16,Minnesota,Saint Paul,55108,Male,Middle Aged,5,Property Manager,997,1,1,1,1,77,70,Average,Sale,2,10053,950664.0,600247.0,2.6,15128.0,98,1392
372,2022-04-15,2022,2,4,15,15,Texas,Houston,66493,Female,Middle Aged,1,Broker Associate,2441,4,4,2,1,242,30,Average,Sale,2,5407,513601.8,300126.0,5.3,48557.0,140,0
373,2023-03-22,2023,1,3,12,22,Kentucky,Louisville,40220,Male,Adult,4,Property Manager,1162,2,2,1,1,5,39,Average,Sale,1,4926,270445.0,938224.0,4.1,43240.0,57,0
374,2021-06-16,2021,2,6,24,16,Kansas,Wichita,67215,Male,Adult,3,Broker Associate,4403,5,6,2,2,698,48,Average,Rental,0,0,582139.0,925935.0,3.6,42839.0,0,0
375,2021-02-06,2021,1,2,6,6,Texas,El Paso,88525,Female,Middle Aged,2,Listing Coordinator,939,1,1,1,1,95,20,Average,Rental,1,14921,227687.0,409220.0,5.1,18433.0,106,41
376,2022-02-16,2022,1,2,7,16,Nebraska,Lincoln,68505,Female,Middle Aged,4,Property Manager,1218,2,2,1,1,77,32,Poor,Sale,2,576,677359.0,940368.0,7.26584078604936,30962.0,137,0
377,2021-08-10,2021,3,8,32,10,Virginia,Portsmouth,23705,Male,Adult,5,Property Manager,3706,5,5,2,2,460,2,Average,Sale,1,6456,269817.0,277087.0,2.5,37234.0,154,0
378,2023-11-10,2023,4,11,45,10,Arizona,Mesa,85210,Male,Adult,1,Real Estate Agent,3475,4,4,2,2,478,44,Average,Rental,1,0,684658.0,290079.0,3.6,29743.0,136,1023
379,2021-04-18,2021,2,4,16,18,California,San Jose,95194,Female,Middle Aged,3,Broker Associate,555,1,1,1,1,37,5,Poor,Sale,2,6846,852726.0,520681.0,5.6,2804.0,132,598
380,2021-01-28,2021,1,1,4,28,Mississippi,Jackson,39282,Male,Adult,4,Real Estate Agent,2571,4,4,2,1,252,11,Excellent,Rental,1,0,718052.0,603113.0,5.8,16651.0,143,0
381,2021-03-07,2021,1,3,10,7,Massachusetts,Springfield,1114,Male,Middle Aged,4,Broker Associate,2474,4,4,2,1,178,31,Average,Sale,1,9522,41461.0,620336.0,5.3,2218.0,139,0
382,2022-01-08,2022,1,1,2,8,Ohio,Youngstown,44555,Female,Senior,1,Broker Associate,843,1,1,1,1,32,11,Excellent,Sale,1,5012,895506.0,640605.0,4.8,41240.0,39,0
383,2022-10-24,2022,4,10,43,24,Florida,Clearwater,34620,Female,Adult,2,Property Manager,1428,3,3,1,1,114,7,Average,Rental,0,4506,865323.0,321275.0,5.7,30197.0,0,644
384,2022-03-01,2022,1,3,9,1,Texas,Austin,78789,Female,Middle Aged,5,Property Manager,1790,3,3,2,1,309,18,Average,Sale,1,6947,944686.0,366202.0,5.5,16703.0,149,363
385,2021-04-23,2021,2,4,17,23,Virginia,Richmond,19928,Female,Middle Aged,2,Leasing Consultant,4545,6,6,3,2,523,18,Average,Rental,2,0,108331.0,855439.0,3.4,9435.0,14,0
386,2021-01-08,2021,1,1,2,8,Indiana,Indianapolis,46216,Female,Middle Aged,1,Listing Coordinator,4750,6,6,3,2,92,52,Excellent,Rental,1,4465,738795.0,385605.0,3.9,26435.0,85,0
387,2021-02-25,2021,1,2,8,25,California,San Jose,95173,Female,Senior,1,Real Estate Agent,1602,3,3,2,1,32,13,Excellent,Sale,2,5517,512240.0,492195.0,2.8,40898.0,37,0
388,2022-03-08,2022,1,3,10,8,Minnesota,Maple Plain,55579,Male,Senior,1,Listing Coordinator,4209,5,5,2,2,388,40,Excellent,Rental,0,0,296751.0,825506.0,4.0,49756.0,0,245
389,2023-07-14,2023,3,7,28,14,Kentucky,Frankfort,40618,Female,Senior,2,Broker Associate,1998,3,3,2,1,245,40,Poor,Rental,1,3872,862857.0,718044.0,4.6,26787.0,72,1580
390,2022-07-01,2022,3,7,26,1,Alaska,Anchorage,99512,Female,Adult,3,Property Manager,576,1,1,1,1,52,34,Average,Sale,0,6674,141184.0,604737.0,2.7,24422.0,0,508
391,2021-05-04,2021,2,5,18,4,Florida,Seminole,34642,Female,Middle Aged,2,Listing Coordinator,2993,4,4,2,1,178,71,Average,Sale,1,7729,889771.0,608351.0,5.1,24624.0,48,648
392,2021-01-10,2021,1,1,2,10,Mississippi,Meridian,39305,Male,Adult,5,Property Manager,2949,4,4,2,1,261,48,Excellent,Rental,1,7029,728186.0,487822.0,4.4,49148.0,118,564
393,2021-08-18,2021,3,8,33,18,California,Santa Rosa,95405,Male,Middle Aged,4,Listing Coordinator,4726,6,6,3,2,114,71,Average,Sale,1,0,822365.0,217722.0,4.4,23642.0,58,0
394,2023-07-28,2023,3,7,30,28,Washington,Seattle,98148,Male,Middle Aged,3,Property Manager,519,1,1,1,1,71,22,Average,Rental,1,0,858926.0,305761.0,4.5,41425.0,59,0
395,2022-10-24,2022,4,10,43,24,Virginia,Charlottesville,22249,Male,Senior,4,Listing Coordinator,2897,4,4,2,1,211,70,Average,Rental,1,6409,110581.0,192293.0,3.7,30394.0,141,153
396,2021-11-17,2021,4,11,46,17,Wisconsin,Green Bay,54313,Female,Adult,3,Property Manager,1267,2,2,1,1,164,55,Excellent,Sale,2,6853,137837.0,687746.0,5.2,26570.0,51,987
397,2022-12-11,2022,4,12,50,11,Illinois,Aurora,60505,Female,Adult,3,Leasing Consultant,1061,2,2,1,1,72,55,Excellent,Rental,0,5261,325539.0,353232.0,3.1,47608.0,0,1182
398,2023-11-27,2023,4,11,48,27,Texas,Amarillo,79165,Male,Senior,4,Broker Associate,3539,4,4,2,2,319,44,Average,Rental,2,0,648935.0,844941.0,2.9,32057.0,152,1257
399,2022-11-21,2022,4,11,47,21,Ohio,Cincinnati,45264,Male,Middle Aged,5,Real Estate Agent,4042,5,5,2,2,538,28,Excellent,Sale,2,2983,30403.0,969513.0,2.0,21683.0,9,351
400,2023-02-14,2023,1,2,7,14,Arkansas,Fort Smith,72905,Female,Middle Aged,4,Leasing Consultant,4958,6,6,3,2,788,18,Excellent,Rental,1,6524,564947.0,185526.0,3.1,48910.0,120,1485
401,2021-06-14,2021,2,6,24,14,New York,New York City,10014,Female,Adult,5,Listing Coordinator,3462,4,4,2,2,124,72,Poor,Sale,0,5528,980864.0,677701.0,4.8,6539.0,0,564
402,2022-04-30,2022,2,4,18,30,Washington,Seattle,98158,Female,Middle Aged,2,Leasing Consultant,2089,3,3,2,1,342,15,Average,Sale,0,17664,312480.0,479760.0,5.8,10343.0,0,565
403,2021-11-08,2021,4,11,45,8,District of Columbia,Washington,20370,Male,Middle Aged,3,Broker Associate,3626,5,5,2,2,294,30,Average,Rental,1,5510,887986.0,675378.0,4.2,45578.0,89,0
404,2022-08-19,2022,3,8,33,19,California,Whittier,90605,Male,Middle Aged,2,Leasing Consultant,4220,5,5,2,2,667,1,Poor,Sale,2,6341,35020.0,328014.0,3.4,15858.0,24,758
405,2022-05-30,2022,2,5,22,30,Texas,Lubbock,79405,Male,Adult,2,Leasing Consultant,2919,4,4,2,1,220,39,Average,Rental,1,8525,389307.0,308525.0,4.5,28877.0,82,431
406,2023-09-23,2023,3,9,38,23,Minnesota,Saint Paul,55103,Female,Middle Aged,3,Listing Coordinator,3568,4,4,2,2,72,69,Average,Rental,0,3931,302190.0,662476.0,4.0,19978.0,0,484
407,2023-08-23,2023,3,8,34,23,New York,New York City,10014,Male,Middle Aged,1,Broker Associate,534,1,1,1,1,1,32,Excellent,Sale,0,5598,750587.0,517212.0,5.8,14744.0,0,1416
408,2022-08-27,2022,3,8,35,27,California,San Bernardino,92405,Male,Senior,5,Listing Coordinator,2410,4,4,2,1,290,73,Average,Sale,1,9205,831552.0,498441.0,2.6,33671.0,152,454
409,2022-01-03,2022,1,1,1,3,California,Sacramento,95852,Female,Middle Aged,3,Real Estate Agent,2732,4,4,2,1,235,7,Excellent,Rental,1,7858,570860.4,192391.0,2.0,17076.0,55,468
410,2023-02-25,2023,1,2,8,25,Michigan,Midland,48670,Male,Middle Aged,1,Property Manager,4990,6,6,3,2,902,52,Poor,Sale,1,0,553240.0,859236.0,4.8,42069.0,109,592
411,2022-07-25,2022,3,7,30,25,Florida,Pensacola,32520,Female,Middle Aged,1,Real Estate Agent,1129,2,2,1,1,179,4,Excellent,Rental,0,0,381599.0,318726.0,5.8,2227.0,0,767
412,2023-09-20,2023,3,9,38,20,Ohio,Cincinnati,45296,Male,Adult,2,Listing Coordinator,827,1,1,1,1,165,23,Average,Sale,0,6157,815638.0,808442.0,4.8,10766.0,0,182
413,2022-05-16,2022,2,5,20,16,Alabama,Mobile,36641,Female,Senior,4,Real Estate Agent,1473,3,3,1,1,204,14,Poor,Sale,1,6739,911236.0,319379.0,3.7,10476.0,58,961
414,2021-12-05,2021,4,12,49,5,Ohio,Cincinnati,45233,Male,Middle Aged,4,Listing Coordinator,3410,4,4,2,2,219,21,Excellent,Sale,1,12372,427614.0,326144.0,3.7,1701.0,109,0
415,2022-02-13,2022,1,2,7,13,New York,New York City,18789,Male,Adult,4,Broker Associate,1056,2,2,1,1,54,61,Excellent,Rental,1,184,827879.0,781032.0,2.9,33579.0,10,884
416,2023-02-28,2023,1,2,9,28,Michigan,Detroit,48258,Male,Middle Aged,5,Leasing Consultant,3180,4,4,2,2,416,41,Poor,Rental,0,0,551281.2,457458.0,5.1,14163.0,0,49
417,2023-05-15,2023,2,5,20,15,New York,New Hyde Park,11044,Female,Adult,5,Real Estate Agent,2773,4,4,2,1,111,65,Poor,Rental,1,8579,673090.0,722691.0,5.4,44529.0,43,0
418,2023-02-02,2023,1,2,5,2,Texas,Lubbock,79405,Female,Adult,5,Real Estate Agent,2317,4,4,2,1,59,52,Poor,Sale,1,0,665977.0,907392.0,4.1,25278.0,82,451
